Now----, Next---, Cage, LocalTime--, Pos, hw---------, Dep, Arr, SD, Clt--------, Ton, Tof, Hc-
31.RSTC, 04.RTSC,    1, 3.97766e+02,   2, 3.50000e+00,   1,   2, LU, 3.97766e+02,   0,   0,   3
04.RTSC, 06.RSUB,    1, 3.97766e+02,   2, 3.50000e+00,   2,   5, LU, 3.97766e+02,   0,   0,   3
06.RSUB, 07.RSUM,    1, 3.99316e+02,   2, 3.98750e+00,   2,   5, LU, 3.99316e+02,   0,   0,   3
07.RSUM, 08.RSUC,    1, 4.00866e+02,   2, 5.45000e+00,   2,   5, LU, 4.00866e+02,   0,   0,   3
08.RSUC, 09.RCOB,    1, 4.00866e+02,   2, 5.45000e+00,   2,   5, LU, 4.00866e+02,   0,   0,   3
09.RCOB, 10.RCOM,    1, 4.03066e+02,   3, 8.75000e+00,   2,   5, LU, 4.03066e+02,   0,   0,   3
10.RCOM, 05.RTSR,    1, 4.05266e+02,   4, 1.20500e+01,   2,   5, LU, 4.05266e+02,   0,   0,   3
05.RTSR, 11.RCOC,    1, 4.05266e+02,   4, 1.20500e+01,   2,   5, LU, 4.05266e+02,   0,   0,   3
11.RCOC, 12.RSDB,    1, 4.05266e+02,   4, 1.20500e+01,   2,   5, LU, 4.05266e+02,   0,   0,   3
12.RSDB, 13.RSDM,    1, 4.05266e+02,   4, 1.35125e+01,   2,   5, LU, 4.05266e+02,   0,   0,   3
13.RSDM, 14.RSDC,    1, 4.08366e+02,   5, 1.40000e+01,   2,   5, LU, 4.08366e+02,   0,   0,   3
14.RSDC, 15.RSTB,    1, 4.08366e+02,   5, 1.40000e+01,   2,   5, LU, 4.08366e+02,   0,   0,   3
15.RSTB, 16.RSTM,    1, 4.08366e+02,   5, 1.40000e+01,   2,   5, LU, 4.08366e+02,   0,   0,   3
16.RSTM, 17.DOPB,    1, 4.08366e+02,   5, 1.40000e+01,   2,   5, LU, 4.08366e+02,   0,   0,   3
17.DOPB, 18.DOPM,    1, 4.09416e+02,   5, 1.40000e+01,   2,   5, LU, 4.09416e+02,   0,   0,   3
18.DOPM, 19.DOPC,    1, 4.10466e+02,   5, 1.40000e+01,   2,   5, LU, 4.10466e+02,   0,   0,   3
19.DOPC, 20.TOFP,    1, 4.10466e+02,   5, 1.40000e+01,   2,   5, LU, 4.10466e+02,   0,   0,   3
20.TOFP, 21.TOFB,    1, 4.10466e+02,   5, 1.40000e+01,   2,   5, LU, 4.10466e+02,   0,   0,   3
21.TOFB, 22.TOFM,    1, 4.11266e+02,   5, 1.40000e+01,   2,   5, LU, 4.11266e+02,   0,   1,   2
22.TOFM, 23.TOFC,    1, 4.12066e+02,   5, 1.40000e+01,   2,   5, LU, 4.12066e+02,   0,   1,   1
23.TOFC, 24.TONP,    1, 4.12066e+02,   5, 1.40000e+01,   2,   5, LU, 4.12066e+02,   0,   0,   1
24.TONP, 28.DCLB,    1, 4.12066e+02,   5, 1.40000e+01,   2,   5, LU, 4.12066e+02,   0,   0,   1
28.DCLB, 29.DCLM,    1, 4.13916e+02,   5, 1.40000e+01,   2,   5, LU, 4.13916e+02,   0,   0,   1
29.DCLM, 30.DCLC,    1, 4.15766e+02,   5, 1.40000e+01,   2,   5, LU, 4.15766e+02,   0,   0,   1
30.DCLC, 31.RSTC,    1, 4.15766e+02,   5, 1.40000e+01,   2,   5, LU, 4.15766e+02,   0,   0,   1
31.RSTC, 04.RTSC,    1, 4.15766e+02,   5, 1.40000e+01,   2,   5, LU, 4.15766e+02,   0,   0,   1
04.RTSC, 06.RSUB,    1, 4.15766e+02,   5, 1.40000e+01,   5,   6, LU, 4.15766e+02,   0,   0,   1
06.RSUB, 07.RSUM,    1, 4.17458e+02,   5, 1.44375e+01,   5,   6, LU, 4.17458e+02,   0,   0,   1
07.RSUM, 08.RSUC,    1, 4.19151e+02,   5, 1.57500e+01,   5,   6, LU, 4.19151e+02,   0,   0,   1
08.RSUC, 12.RSDB,    1, 4.19151e+02,   5, 1.57500e+01,   5,   6, LU, 4.19151e+02,   0,   0,   1
12.RSDB, 13.RSDM,    1, 4.19151e+02,   5, 1.70625e+01,   5,   6, LU, 4.19151e+02,   0,   0,   1
13.RSDM, 14.RSDC,    1, 4.22537e+02,   6, 1.75000e+01,   5,   6, UU, 4.22537e+02,   0,   0,   1
14.RSDC, 15.RSTB,    1, 4.22537e+02,   6, 1.75000e+01,   5,   6, UU, 4.22537e+02,   0,   0,   1
15.RSTB, 16.RSTM,    1, 4.22537e+02,   6, 1.75000e+01,   5,   6, UU, 4.22537e+02,   0,   0,   1
16.RSTM, 17.DOPB,    1, 4.22537e+02,   6, 1.75000e+01,   5,   6, UU, 4.22537e+02,   0,   0,   1
17.DOPB, 18.DOPM,    1, 4.23587e+02,   6, 1.75000e+01,   5,   6, UU, 4.23587e+02,   0,   0,   1
18.DOPM, 19.DOPC,    1, 4.24637e+02,   6, 1.75000e+01,   5,   6, UU, 4.24637e+02,   0,   0,   1
19.DOPC, 20.TOFP,    1, 4.24637e+02,   6, 1.75000e+01,   5,   6, UU, 4.24637e+02,   0,   0,   1
20.TOFP, 21.TOFB,    1, 4.24637e+02,   6, 1.75000e+01,   5,   6, UU, 4.24637e+02,   0,   0,   1
21.TOFB, 22.TOFM,    1, 4.24637e+02,   6, 1.75000e+01,   5,   6, UU, 4.24637e+02,   0,   0,   1
22.TOFM, 23.TOFC,    1, 4.25437e+02,   6, 1.75000e+01,   5,   6, UU, 4.25437e+02,   0,   1,   0
23.TOFC, 24.TONP,    1, 4.25437e+02,   6, 1.75000e+01,   5,   6, UU, 4.25437e+02,   0,   0,   0
24.TONP, 28.DCLB,    1, 4.25437e+02,   6, 1.75000e+01,   5,   6, UU, 4.25437e+02,   0,   0,   0
28.DCLB, 29.DCLM,    1, 4.27287e+02,   6, 1.75000e+01,   5,   6, UU, 4.27287e+02,   0,   0,   0
29.DCLM, 30.DCLC,    1, 4.29137e+02,   6, 1.75000e+01,   5,   6, UU, 4.29137e+02,   0,   0,   0
30.DCLC, 31.RSTC,    1, 4.29137e+02,   6, 1.75000e+01,   5,   6, UU, 4.29137e+02,   0,   0,   0
31.RSTC, 04.RTSC,    1, 4.29137e+02,   6, 1.75000e+01,   5,   6, UU, 4.29137e+02,   0,   0,   0
04.RTSC, 06.RSUB,    1, 4.29137e+02,   6, 1.75000e+01,   6,  10, UU, 4.29137e+02,   0,   0,   0
06.RSUB, 07.RSUM,    1, 4.30687e+02,   6, 1.79875e+01,   6,  10, UU, 4.30687e+02,   0,   0,   0
07.RSUM, 08.RSUC,    1, 4.32237e+02,   6, 1.94500e+01,   6,  10, UU, 4.32237e+02,   0,   0,   0
08.RSUC, 09.RCOB,    1, 4.32237e+02,   6, 1.94500e+01,   6,  10, UU, 4.32237e+02,   0,   0,   0
09.RCOB, 10.RCOM,    1, 4.35603e+02,   8, 2.45000e+01,   6,  10, UU, 4.35603e+02,   0,   0,   0
10.RCOM, 05.RTSR,    1, 4.38970e+02,   9, 2.95500e+01,   6,  10, UU, 4.38970e+02,   0,   0,   0
05.RTSR, 11.RCOC,    1, 4.38970e+02,   9, 2.95500e+01,   6,  10, UU, 4.38970e+02,   0,   0,   0
11.RCOC, 12.RSDB,    1, 4.38970e+02,   9, 2.95500e+01,   6,  10, UU, 4.38970e+02,   0,   0,   0
12.RSDB, 13.RSDM,    1, 4.38970e+02,   9, 3.10125e+01,   6,  10, UU, 4.38970e+02,   0,   0,   0
13.RSDM, 14.RSDC,    1, 4.42070e+02,  10, 3.15000e+01,   6,  10, UU, 4.42070e+02,   0,   0,   0
14.RSDC, 15.RSTB,    1, 4.42070e+02,  10, 3.15000e+01,   6,  10, UU, 4.42070e+02,   0,   0,   0
15.RSTB, 16.RSTM,    1, 4.42070e+02,  10, 3.15000e+01,   6,  10, UU, 4.42070e+02,   0,   0,   0
16.RSTM, 17.DOPB,    1, 4.42070e+02,  10, 3.15000e+01,   6,  10, UU, 4.42070e+02,   0,   0,   0
17.DOPB, 18.DOPM,    1, 4.43120e+02,  10, 3.15000e+01,   6,  10, UU, 4.43120e+02,   0,   0,   0
18.DOPM, 19.DOPC,    1, 4.44170e+02,  10, 3.15000e+01,   6,  10, UU, 4.44170e+02,   0,   0,   0
19.DOPC, 20.TOFP,    1, 4.44170e+02,  10, 3.15000e+01,   6,  10, UU, 4.44170e+02,   0,   0,   0
20.TOFP, 24.TONP,    1, 4.44170e+02,  10, 3.15000e+01,   6,  10, UU, 4.44170e+02,   0,   0,   0
24.TONP, 25.TONB,    1, 4.44170e+02,  10, 3.15000e+01,   6,  10, UU, 4.44170e+02,   0,   0,   0
25.TONB, 26.TONM,    1, 4.44170e+02,  10, 3.15000e+01,   6,  10, UU, 4.44170e+02,   0,   0,   0
26.TONM, 27.TONC,    1, 4.44970e+02,  10, 3.15000e+01,   6,  10, UU, 4.44970e+02,   1,   0,   1
27.TONC, 28.DCLB,    1, 4.44970e+02,  10, 3.15000e+01,   6,  10, UU, 4.44970e+02,   0,   0,   1
28.DCLB, 29.DCLM,    1, 4.46820e+02,  10, 3.15000e+01,   6,  10, UU, 4.46820e+02,   0,   0,   1
29.DCLM, 30.DCLC,    1, 4.48670e+02,  10, 3.15000e+01,   6,  10, UU, 4.48670e+02,   0,   0,   1
30.DCLC, 31.RSTC,    1, 4.48670e+02,  10, 3.15000e+01,   6,  10, UU, 4.48670e+02,   0,   0,   1
31.RSTC, 04.RTSC,    1, 4.48670e+02,  10, 3.15000e+01,   6,  10, UU, 4.48670e+02,   0,   0,   1
04.RTSC, 06.RSUB,    1, 4.48670e+02,  10, 3.15000e+01,  10,   8, UD, 4.48670e+02,   0,   0,   1
06.RSUB, 07.RSUM,    1, 4.50220e+02,   9, 3.10125e+01,  10,   8, UD, 4.50220e+02,   0,   0,   1
07.RSUM, 08.RSUC,    1, 4.51770e+02,   9, 2.95500e+01,  10,   8, UD, 4.51770e+02,   0,   0,   1
08.RSUC, 09.RCOB,    1, 4.51770e+02,   9, 2.95500e+01,  10,   8, UD, 4.51770e+02,   0,   0,   1
09.RCOB, 10.RCOM,    1, 4.52803e+02,   9, 2.80000e+01,  10,   8, UD, 4.52803e+02,   0,   0,   1
10.RCOM, 05.RTSR,    1, 4.53837e+02,   8, 2.64500e+01,  10,   8, UD, 4.53837e+02,   0,   0,   1
05.RTSR, 11.RCOC,    1, 4.53837e+02,   8, 2.64500e+01,  10,   8, UD, 4.53837e+02,   0,   0,   1
11.RCOC, 12.RSDB,    1, 4.53837e+02,   8, 2.64500e+01,  10,   8, UD, 4.53837e+02,   0,   0,   1
12.RSDB, 13.RSDM,    1, 4.53837e+02,   8, 2.49875e+01,  10,   8, UD, 4.53837e+02,   0,   0,   1
13.RSDM, 14.RSDC,    1, 4.56937e+02,   8, 2.45000e+01,  10,   8, UD, 4.56937e+02,   0,   0,   1
14.RSDC, 15.RSTB,    1, 4.56937e+02,   8, 2.45000e+01,  10,   8, UD, 4.56937e+02,   0,   0,   1
15.RSTB, 16.RSTM,    1, 4.56937e+02,   8, 2.45000e+01,  10,   8, UD, 4.56937e+02,   0,   0,   1
16.RSTM, 17.DOPB,    1, 4.56937e+02,   8, 2.45000e+01,  10,   8, UD, 4.56937e+02,   0,   0,   1
17.DOPB, 18.DOPM,    1, 4.57987e+02,   8, 2.45000e+01,  10,   8, UD, 4.57987e+02,   0,   0,   1
18.DOPM, 19.DOPC,    1, 4.59037e+02,   8, 2.45000e+01,  10,   8, UD, 4.59037e+02,   0,   0,   1
19.DOPC, 20.TOFP,    1, 4.59037e+02,   8, 2.45000e+01,  10,   8, UD, 4.59037e+02,   0,   0,   1
20.TOFP, 24.TONP,    1, 4.59037e+02,   8, 2.45000e+01,  10,   8, UD, 4.59037e+02,   0,   0,   1
24.TONP, 25.TONB,    1, 4.59037e+02,   8, 2.45000e+01,  10,   8, UD, 4.59037e+02,   0,   0,   1
25.TONB, 26.TONM,    1, 4.59037e+02,   8, 2.45000e+01,  10,   8, UD, 4.59037e+02,   0,   0,   1
26.TONM, 27.TONC,    1, 4.59837e+02,   8, 2.45000e+01,  10,   8, UD, 4.59837e+02,   1,   0,   2
27.TONC, 28.DCLB,    1, 4.59837e+02,   8, 2.45000e+01,  10,   8, UD, 4.59837e+02,   0,   0,   2
28.DCLB, 29.DCLM,    1, 4.61687e+02,   8, 2.45000e+01,  10,   8, UD, 4.61687e+02,   0,   0,   2
29.DCLM, 30.DCLC,    1, 4.63537e+02,   8, 2.45000e+01,  10,   8, UD, 4.63537e+02,   0,   0,   2
30.DCLC, 31.RSTC,    1, 4.63537e+02,   8, 2.45000e+01,  10,   8, UD, 4.63537e+02,   0,   0,   2
31.RSTC, 04.RTSC,    1, 4.63537e+02,   8, 2.45000e+01,  10,   8, UD, 4.63537e+02,   0,   0,   2
04.RTSC, 06.RSUB,    1, 4.63537e+02,   8, 2.45000e+01,   8,   5, UD, 4.63537e+02,   0,   0,   2
06.RSUB, 07.RSUM,    1, 4.65087e+02,   7, 2.40125e+01,   8,   5, UD, 4.65087e+02,   0,   0,   2
07.RSUM, 08.RSUC,    1, 4.66637e+02,   7, 2.25500e+01,   8,   5, UD, 4.66637e+02,   0,   0,   2
08.RSUC, 09.RCOB,    1, 4.66637e+02,   7, 2.25500e+01,   8,   5, UD, 4.66637e+02,   0,   0,   2
09.RCOB, 10.RCOM,    1, 4.68837e+02,   6, 1.92500e+01,   8,   5, UD, 4.68837e+02,   0,   0,   2
10.RCOM, 05.RTSR,    1, 4.71037e+02,   5, 1.59500e+01,   8,   5, LD, 4.71037e+02,   0,   0,   2
05.RTSR, 11.RCOC,    1, 4.71037e+02,   5, 1.59500e+01,   8,   5, LD, 4.71037e+02,   0,   0,   2
11.RCOC, 12.RSDB,    1, 4.71037e+02,   5, 1.59500e+01,   8,   5, LD, 4.71037e+02,   0,   0,   2
12.RSDB, 13.RSDM,    1, 4.71037e+02,   5, 1.44875e+01,   8,   5, LD, 4.71037e+02,   0,   0,   2
13.RSDM, 14.RSDC,    1, 4.74137e+02,   5, 1.40000e+01,   8,   5, LD, 4.74137e+02,   0,   0,   2
14.RSDC, 15.RSTB,    1, 4.74137e+02,   5, 1.40000e+01,   8,   5, LD, 4.74137e+02,   0,   0,   2
15.RSTB, 16.RSTM,    1, 4.74137e+02,   5, 1.40000e+01,   8,   5, LD, 4.74137e+02,   0,   0,   2
16.RSTM, 17.DOPB,    1, 4.74137e+02,   5, 1.40000e+01,   8,   5, LD, 4.74137e+02,   0,   0,   2
17.DOPB, 18.DOPM,    1, 4.75187e+02,   5, 1.40000e+01,   8,   5, LD, 4.75187e+02,   0,   0,   2
18.DOPM, 19.DOPC,    1, 4.76237e+02,   5, 1.40000e+01,   8,   5, LD, 4.76237e+02,   0,   0,   2
19.DOPC, 20.TOFP,    1, 4.76237e+02,   5, 1.40000e+01,   8,   5, LD, 4.76237e+02,   0,   0,   2
20.TOFP, 24.TONP,    1, 4.76237e+02,   5, 1.40000e+01,   8,   5, LD, 4.76237e+02,   0,   0,   2
24.TONP, 25.TONB,    1, 4.76237e+02,   5, 1.40000e+01,   8,   5, LD, 4.76237e+02,   0,   0,   2
25.TONB, 26.TONM,    1, 4.76237e+02,   5, 1.40000e+01,   8,   5, LD, 4.76237e+02,   0,   0,   2
26.TONM, 27.TONC,    1, 4.77037e+02,   5, 1.40000e+01,   8,   5, LD, 4.77037e+02,   1,   0,   3
27.TONC, 28.DCLB,    1, 4.77037e+02,   5, 1.40000e+01,   8,   5, LD, 4.77037e+02,   0,   0,   3
28.DCLB, 29.DCLM,    1, 4.78887e+02,   5, 1.40000e+01,   8,   5, LD, 4.78887e+02,   0,   0,   3
29.DCLM, 30.DCLC,    1, 4.80737e+02,   5, 1.40000e+01,   8,   5, LD, 4.80737e+02,   0,   0,   3
30.DCLC, 31.RSTC,    1, 4.80737e+02,   5, 1.40000e+01,   8,   5, LD, 4.80737e+02,   0,   0,   3
31.RSTC, 04.RTSC,    1, 4.80737e+02,   5, 1.40000e+01,   8,   5, LD, 4.80737e+02,   0,   0,   3
04.RTSC, 06.RSUB,    1, 4.80737e+02,   5, 1.40000e+01,   5,   4, LD, 4.80737e+02,   0,   0,   3
06.RSUB, 07.RSUM,    1, 4.82430e+02,   4, 1.35625e+01,   5,   4, LD, 4.82430e+02,   0,   0,   3
07.RSUM, 08.RSUC,    1, 4.84122e+02,   4, 1.22500e+01,   5,   4, LD, 4.84122e+02,   0,   0,   3
08.RSUC, 12.RSDB,    1, 4.84122e+02,   4, 1.22500e+01,   5,   4, LD, 4.84122e+02,   0,   0,   3
12.RSDB, 13.RSDM,    1, 4.84122e+02,   4, 1.09375e+01,   5,   4, LD, 4.84122e+02,   0,   0,   3
13.RSDM, 14.RSDC,    1, 4.87508e+02,   4, 1.05000e+01,   5,   4, LD, 4.87508e+02,   0,   0,   3
14.RSDC, 15.RSTB,    1, 4.87508e+02,   4, 1.05000e+01,   5,   4, LD, 4.87508e+02,   0,   0,   3
15.RSTB, 16.RSTM,    1, 4.87508e+02,   4, 1.05000e+01,   5,   4, LD, 4.87508e+02,   0,   0,   3
16.RSTM, 17.DOPB,    1, 4.87508e+02,   4, 1.05000e+01,   5,   4, LD, 4.87508e+02,   0,   0,   3
17.DOPB, 18.DOPM,    1, 4.88558e+02,   4, 1.05000e+01,   5,   4, LD, 4.88558e+02,   0,   0,   3
18.DOPM, 19.DOPC,    1, 4.89608e+02,   4, 1.05000e+01,   5,   4, LD, 4.89608e+02,   0,   0,   3
19.DOPC, 20.TOFP,    1, 4.89608e+02,   4, 1.05000e+01,   5,   4, LD, 4.89608e+02,   0,   0,   3
20.TOFP, 24.TONP,    1, 4.89608e+02,   4, 1.05000e+01,   5,   4, LD, 4.89608e+02,   0,   0,   3
24.TONP, 25.TONB,    1, 4.89608e+02,   4, 1.05000e+01,   5,   4, LD, 4.89608e+02,   0,   0,   3
25.TONB, 26.TONM,    1, 4.89608e+02,   4, 1.05000e+01,   5,   4, LD, 4.89608e+02,   0,   0,   3
26.TONM, 27.TONC,    1, 4.90408e+02,   4, 1.05000e+01,   5,   4, LD, 4.90408e+02,   1,   0,   4
27.TONC, 28.DCLB,    1, 4.90408e+02,   4, 1.05000e+01,   5,   4, LD, 4.90408e+02,   0,   0,   4
28.DCLB, 29.DCLM,    1, 4.92258e+02,   4, 1.05000e+01,   5,   4, LD, 4.92258e+02,   0,   0,   4
29.DCLM, 30.DCLC,    1, 4.94108e+02,   4, 1.05000e+01,   5,   4, LD, 4.94108e+02,   0,   0,   4
30.DCLC, 31.RSTC,    1, 4.94108e+02,   4, 1.05000e+01,   5,   4, LD, 4.94108e+02,   0,   0,   4
31.RSTC, 04.RTSC,    1, 4.94108e+02,   4, 1.05000e+01,   5,   4, LD, 4.94108e+02,   0,   0,   4
04.RTSC, 06.RSUB,    1, 4.94108e+02,   4, 1.05000e+01,   4,   1, LD, 4.94108e+02,   0,   0,   4
06.RSUB, 07.RSUM,    1, 4.95658e+02,   3, 1.00125e+01,   4,   1, LD, 4.95658e+02,   0,   0,   4
07.RSUM, 08.RSUC,    1, 4.97208e+02,   3, 8.55000e+00,   4,   1, LD, 4.97208e+02,   0,   0,   4
08.RSUC, 09.RCOB,    1, 4.97208e+02,   3, 8.55000e+00,   4,   1, LD, 4.97208e+02,   0,   0,   4
09.RCOB, 10.RCOM,    1, 4.99408e+02,   2, 5.25000e+00,   4,   1, LD, 4.99408e+02,   0,   0,   4
10.RCOM, 05.RTSR,    1, 5.01608e+02,   1, 1.95000e+00,   4,   1, LD, 5.01608e+02,   0,   0,   4
05.RTSR, 11.RCOC,    1, 5.01608e+02,   1, 1.95000e+00,   4,   1, LD, 5.01608e+02,   0,   0,   4
11.RCOC, 12.RSDB,    1, 5.01608e+02,   1, 1.95000e+00,   4,   1, LD, 5.01608e+02,   0,   0,   4
12.RSDB, 13.RSDM,    1, 5.01608e+02,   1, 4.87500e-01,   4,   1, LD, 5.01608e+02,   0,   0,   4
13.RSDM, 14.RSDC,    1, 5.04708e+02,   1, 0.00000e+00,   4,   1, LD, 5.04708e+02,   0,   0,   4
14.RSDC, 15.RSTB,    1, 5.04708e+02,   1, 0.00000e+00,   4,   1, LD, 5.04708e+02,   0,   0,   4
15.RSTB, 16.RSTM,    1, 5.04708e+02,   1, 0.00000e+00,   4,   1, LD, 5.04708e+02,   0,   0,   4
16.RSTM, 17.DOPB,    1, 5.04708e+02,   1, 0.00000e+00,   4,   1, LD, 5.04708e+02,   0,   0,   4
17.DOPB, 18.DOPM,    1, 5.05758e+02,   1, 0.00000e+00,   4,   1, LD, 5.05758e+02,   0,   0,   4
18.DOPM, 19.DOPC,    1, 5.06808e+02,   1, 0.00000e+00,   4,   1, LD, 5.06808e+02,   0,   0,   4
19.DOPC, 20.TOFP,    1, 5.06808e+02,   1, 0.00000e+00,   4,   1, LD, 5.06808e+02,   0,   0,   4
20.TOFP, 21.TOFB,    1, 5.06808e+02,   1, 0.00000e+00,   4,   1, LD, 5.06808e+02,   0,   0,   4
21.TOFB, 22.TOFM,    1, 5.08408e+02,   1, 0.00000e+00,   4,   1, LD, 5.08408e+02,   0,   2,   2
22.TOFM, 23.TOFC,    1, 5.10008e+02,   1, 0.00000e+00,   4,   1, LD, 5.10008e+02,   0,   2,   0
23.TOFC, 24.TONP,    1, 5.10008e+02,   1, 0.00000e+00,   4,   1, LD, 5.10008e+02,   0,   0,   0
24.TONP, 25.TONB,    1, 5.10008e+02,   1, 0.00000e+00,   4,   1, LD, 5.10008e+02,   0,   0,   0
25.TONB, 26.TONM,    1, 5.11608e+02,   1, 0.00000e+00,   4,   1, LD, 5.11608e+02,   2,   0,   2
26.TONM, 27.TONC,    1, 5.14008e+02,   1, 0.00000e+00,   4,   1, LD, 5.14008e+02,   3,   0,   5
27.TONC, 28.DCLB,    1, 5.14008e+02,   1, 0.00000e+00,   4,   1, LD, 5.14008e+02,   0,   0,   5
28.DCLB, 29.DCLM,    1, 5.15858e+02,   1, 0.00000e+00,   4,   1, LD, 5.15858e+02,   0,   0,   5
29.DCLM, 30.DCLC,    1, 5.17708e+02,   1, 0.00000e+00,   4,   1, LD, 5.17708e+02,   0,   0,   5
30.DCLC, 31.RSTC,    1, 5.17708e+02,   1, 0.00000e+00,   4,   1, LD, 5.17708e+02,   0,   0,   5
31.RSTC, 04.RTSC,    1, 5.17708e+02,   1, 0.00000e+00,   4,   1, LD, 5.17708e+02,   0,   0,   5
04.RTSC, 06.RSUB,    1, 5.17708e+02,   1, 0.00000e+00,   1,   2, LU, 5.17708e+02,   0,   0,   5
06.RSUB, 07.RSUM,    1, 5.19401e+02,   1, 4.37500e-01,   1,   2, LU, 5.19401e+02,   0,   0,   5
07.RSUM, 08.RSUC,    1, 5.21094e+02,   1, 1.75000e+00,   1,   2, LU, 5.21094e+02,   0,   0,   5
08.RSUC, 12.RSDB,    1, 5.21094e+02,   1, 1.75000e+00,   1,   2, LU, 5.21094e+02,   0,   0,   5
12.RSDB, 13.RSDM,    1, 5.21094e+02,   1, 3.06250e+00,   1,   2, LU, 5.21094e+02,   0,   0,   5
13.RSDM, 14.RSDC,    1, 5.24479e+02,   2, 3.50000e+00,   1,   2, LU, 5.24479e+02,   0,   0,   5
14.RSDC, 15.RSTB,    1, 5.24479e+02,   2, 3.50000e+00,   1,   2, LU, 5.24479e+02,   0,   0,   5
15.RSTB, 16.RSTM,    1, 5.24479e+02,   2, 3.50000e+00,   1,   2, LU, 5.24479e+02,   0,   0,   5
16.RSTM, 17.DOPB,    1, 5.24479e+02,   2, 3.50000e+00,   1,   2, LU, 5.24479e+02,   0,   0,   5
17.DOPB, 18.DOPM,    1, 5.25529e+02,   2, 3.50000e+00,   1,   2, LU, 5.25529e+02,   0,   0,   5
18.DOPM, 19.DOPC,    1, 5.26579e+02,   2, 3.50000e+00,   1,   2, LU, 5.26579e+02,   0,   0,   5
19.DOPC, 20.TOFP,    1, 5.26579e+02,   2, 3.50000e+00,   1,   2, LU, 5.26579e+02,   0,   0,   5
20.TOFP, 21.TOFB,    1, 5.26579e+02,   2, 3.50000e+00,   1,   2, LU, 5.26579e+02,   0,   0,   5
21.TOFB, 22.TOFM,    1, 5.26579e+02,   2, 3.50000e+00,   1,   2, LU, 5.26579e+02,   0,   0,   5
22.TOFM, 23.TOFC,    1, 5.27379e+02,   2, 3.50000e+00,   1,   2, LU, 5.27379e+02,   0,   1,   4
23.TOFC, 24.TONP,    1, 5.27379e+02,   2, 3.50000e+00,   1,   2, LU, 5.27379e+02,   0,   0,   4
24.TONP, 28.DCLB,    1, 5.27379e+02,   2, 3.50000e+00,   1,   2, LU, 5.27379e+02,   0,   0,   4
28.DCLB, 29.DCLM,    1, 5.29229e+02,   2, 3.50000e+00,   1,   2, LU, 5.29229e+02,   0,   0,   4
29.DCLM, 30.DCLC,    1, 5.31079e+02,   2, 3.50000e+00,   1,   2, LU, 5.31079e+02,   0,   0,   4
30.DCLC, 31.RSTC,    1, 5.31079e+02,   2, 3.50000e+00,   1,   2, LU, 5.31079e+02,   0,   0,   4
31.RSTC, 04.RTSC,    1, 5.31079e+02,   2, 3.50000e+00,   1,   2, LU, 5.31079e+02,   0,   0,   4
04.RTSC, 06.RSUB,    1, 5.31079e+02,   2, 3.50000e+00,   2,   3, LU, 5.31079e+02,   0,   0,   4
06.RSUB, 07.RSUM,    1, 5.32772e+02,   2, 3.93750e+00,   2,   3, LU, 5.32772e+02,   0,   0,   4
07.RSUM, 08.RSUC,    1, 5.34465e+02,   2, 5.25000e+00,   2,   3, LU, 5.34465e+02,   0,   0,   4
08.RSUC, 12.RSDB,    1, 5.34465e+02,   2, 5.25000e+00,   2,   3, LU, 5.34465e+02,   0,   0,   4
12.RSDB, 13.RSDM,    1, 5.34465e+02,   2, 6.56250e+00,   2,   3, LU, 5.34465e+02,   0,   0,   4
13.RSDM, 14.RSDC,    1, 5.37851e+02,   3, 7.00000e+00,   2,   3, LU, 5.37851e+02,   0,   0,   4
14.RSDC, 15.RSTB,    1, 5.37851e+02,   3, 7.00000e+00,   2,   3, LU, 5.37851e+02,   0,   0,   4
15.RSTB, 16.RSTM,    1, 5.37851e+02,   3, 7.00000e+00,   2,   3, LU, 5.37851e+02,   0,   0,   4
16.RSTM, 17.DOPB,    1, 5.37851e+02,   3, 7.00000e+00,   2,   3, LU, 5.37851e+02,   0,   0,   4
17.DOPB, 18.DOPM,    1, 5.38901e+02,   3, 7.00000e+00,   2,   3, LU, 5.38901e+02,   0,   0,   4
18.DOPM, 19.DOPC,    1, 5.39951e+02,   3, 7.00000e+00,   2,   3, LU, 5.39951e+02,   0,   0,   4
19.DOPC, 20.TOFP,    1, 5.39951e+02,   3, 7.00000e+00,   2,   3, LU, 5.39951e+02,   0,   0,   4
20.TOFP, 21.TOFB,    1, 5.39951e+02,   3, 7.00000e+00,   2,   3, LU, 5.39951e+02,   0,   0,   4
21.TOFB, 22.TOFM,    1, 5.39951e+02,   3, 7.00000e+00,   2,   3, LU, 5.39951e+02,   0,   0,   4
22.TOFM, 23.TOFC,    1, 5.40751e+02,   3, 7.00000e+00,   2,   3, LU, 5.40751e+02,   0,   1,   3
23.TOFC, 24.TONP,    1, 5.40751e+02,   3, 7.00000e+00,   2,   3, LU, 5.40751e+02,   0,   0,   3
24.TONP, 28.DCLB,    1, 5.40751e+02,   3, 7.00000e+00,   2,   3, LU, 5.40751e+02,   0,   0,   3
28.DCLB, 29.DCLM,    1, 5.42601e+02,   3, 7.00000e+00,   2,   3, LU, 5.42601e+02,   0,   0,   3
29.DCLM, 30.DCLC,    1, 5.44451e+02,   3, 7.00000e+00,   2,   3, LU, 5.44451e+02,   0,   0,   3
