Now----, Next---, Cage, LocalTime--, Pos, hw---------, Dep, Arr, SD, Clt--------, Ton, Tof, Hc-
25.TONB, 26.TONM,    1, 9.17501e+02,   1, 0.00000e+00,   2,   1, LD, 9.17501e+02,   2,   0,   2
26.TONM, 27.TONC,    1, 9.19901e+02,   1, 0.00000e+00,   2,   1, LD, 9.19901e+02,   3,   0,   5
27.TONC, 28.DCLB,    1, 9.19901e+02,   1, 0.00000e+00,   2,   1, LD, 9.19901e+02,   0,   0,   5
28.DCLB, 29.DCLM,    1, 9.21751e+02,   1, 0.00000e+00,   2,   1, LD, 9.21751e+02,   0,   0,   5
29.DCLM, 30.DCLC,    1, 9.23601e+02,   1, 0.00000e+00,   2,   1, LD, 9.23601e+02,   0,   0,   5
30.DCLC, 31.RSTC,    1, 9.23601e+02,   1, 0.00000e+00,   2,   1, LD, 9.23601e+02,   0,   0,   5
31.RSTC, 04.RTSC,    1, 9.23601e+02,   1, 0.00000e+00,   2,   1, LD, 9.23601e+02,   0,   0,   5
04.RTSC, 06.RSUB,    1, 9.23601e+02,   1, 0.00000e+00,   1,   2, LU, 9.23601e+02,   0,   0,   5
06.RSUB, 07.RSUM,    1, 9.25294e+02,   1, 4.37500e-01,   1,   2, LU, 9.25294e+02,   0,   0,   5
07.RSUM, 08.RSUC,    1, 9.26987e+02,   1, 1.75000e+00,   1,   2, LU, 9.26987e+02,   0,   0,   5
08.RSUC, 12.RSDB,    1, 9.26987e+02,   1, 1.75000e+00,   1,   2, LU, 9.26987e+02,   0,   0,   5
12.RSDB, 13.RSDM,    1, 9.26987e+02,   1, 3.06250e+00,   1,   2, LU, 9.26987e+02,   0,   0,   5
13.RSDM, 14.RSDC,    1, 9.30372e+02,   2, 3.50000e+00,   1,   2, LU, 9.30372e+02,   0,   0,   5
14.RSDC, 15.RSTB,    1, 9.30372e+02,   2, 3.50000e+00,   1,   2, LU, 9.30372e+02,   0,   0,   5
15.RSTB, 16.RSTM,    1, 9.30372e+02,   2, 3.50000e+00,   1,   2, LU, 9.30372e+02,   0,   0,   5
16.RSTM, 17.DOPB,    1, 9.30372e+02,   2, 3.50000e+00,   1,   2, LU, 9.30372e+02,   0,   0,   5
17.DOPB, 18.DOPM,    1, 9.31422e+02,   2, 3.50000e+00,   1,   2, LU, 9.31422e+02,   0,   0,   5
18.DOPM, 19.DOPC,    1, 9.32472e+02,   2, 3.50000e+00,   1,   2, LU, 9.32472e+02,   0,   0,   5
19.DOPC, 20.TOFP,    1, 9.32472e+02,   2, 3.50000e+00,   1,   2, LU, 9.32472e+02,   0,   0,   5
20.TOFP, 21.TOFB,    1, 9.32472e+02,   2, 3.50000e+00,   1,   2, LU, 9.32472e+02,   0,   0,   5
21.TOFB, 22.TOFM,    1, 9.32472e+02,   2, 3.50000e+00,   1,   2, LU, 9.32472e+02,   0,   0,   5
22.TOFM, 23.TOFC,    1, 9.33272e+02,   2, 3.50000e+00,   1,   2, LU, 9.33272e+02,   0,   1,   4
23.TOFC, 24.TONP,    1, 9.33272e+02,   2, 3.50000e+00,   1,   2, LU, 9.33272e+02,   0,   0,   4
24.TONP, 28.DCLB,    1, 9.33272e+02,   2, 3.50000e+00,   1,   2, LU, 9.33272e+02,   0,   0,   4
28.DCLB, 29.DCLM,    1, 9.35122e+02,   2, 3.50000e+00,   1,   2, LU, 9.35122e+02,   0,   0,   4
29.DCLM, 30.DCLC,    1, 9.36972e+02,   2, 3.50000e+00,   1,   2, LU, 9.36972e+02,   0,   0,   4
30.DCLC, 31.RSTC,    1, 9.36972e+02,   2, 3.50000e+00,   1,   2, LU, 9.36972e+02,   0,   0,   4
31.RSTC, 04.RTSC,    1, 9.36972e+02,   2, 3.50000e+00,   1,   2, LU, 9.36972e+02,   0,   0,   4
04.RTSC, 06.RSUB,    1, 9.36972e+02,   2, 3.50000e+00,   2,   4, LU, 9.36972e+02,   0,   0,   4
06.RSUB, 07.RSUM,    1, 9.38522e+02,   2, 3.98750e+00,   2,   4, LU, 9.38522e+02,   0,   0,   4
07.RSUM, 08.RSUC,    1, 9.40072e+02,   2, 5.45000e+00,   2,   4, LU, 9.40072e+02,   0,   0,   4
08.RSUC, 09.RCOB,    1, 9.40072e+02,   2, 5.45000e+00,   2,   4, LU, 9.40072e+02,   0,   0,   4
09.RCOB, 10.RCOM,    1, 9.41106e+02,   3, 7.00000e+00,   2,   4, LU, 9.41106e+02,   0,   0,   4
10.RCOM, 05.RTSR,    1, 9.42139e+02,   3, 8.55000e+00,   2,   4, LU, 9.42139e+02,   0,   0,   4
05.RTSR, 11.RCOC,    1, 9.42139e+02,   3, 8.55000e+00,   2,   4, LU, 9.42139e+02,   0,   0,   4
11.RCOC, 12.RSDB,    1, 9.42139e+02,   3, 8.55000e+00,   2,   4, LU, 9.42139e+02,   0,   0,   4
12.RSDB, 13.RSDM,    1, 9.42139e+02,   3, 1.00125e+01,   2,   4, LU, 9.42139e+02,   0,   0,   4
13.RSDM, 14.RSDC,    1, 9.45239e+02,   4, 1.05000e+01,   2,   4, LU, 9.45239e+02,   0,   0,   4
14.RSDC, 15.RSTB,    1, 9.45239e+02,   4, 1.05000e+01,   2,   4, LU, 9.45239e+02,   0,   0,   4
15.RSTB, 16.RSTM,    1, 9.45239e+02,   4, 1.05000e+01,   2,   4, LU, 9.45239e+02,   0,   0,   4
16.RSTM, 17.DOPB,    1, 9.45239e+02,   4, 1.05000e+01,   2,   4, LU, 9.45239e+02,   0,   0,   4
17.DOPB, 18.DOPM,    1, 9.46289e+02,   4, 1.05000e+01,   2,   4, LU, 9.46289e+02,   0,   0,   4
18.DOPM, 19.DOPC,    1, 9.47339e+02,   4, 1.05000e+01,   2,   4, LU, 9.47339e+02,   0,   0,   4
19.DOPC, 20.TOFP,    1, 9.47339e+02,   4, 1.05000e+01,   2,   4, LU, 9.47339e+02,   0,   0,   4
20.TOFP, 21.TOFB,    1, 9.47339e+02,   4, 1.05000e+01,   2,   4, LU, 9.47339e+02,   0,   0,   4
21.TOFB, 22.TOFM,    1, 9.48139e+02,   4, 1.05000e+01,   2,   4, LU, 9.48139e+02,   0,   1,   3
22.TOFM, 23.TOFC,    1, 9.48939e+02,   4, 1.05000e+01,   2,   4, LU, 9.48939e+02,   0,   1,   2
23.TOFC, 24.TONP,    1, 9.48939e+02,   4, 1.05000e+01,   2,   4, LU, 9.48939e+02,   0,   0,   2
24.TONP, 28.DCLB,    1, 9.48939e+02,   4, 1.05000e+01,   2,   4, LU, 9.48939e+02,   0,   0,   2
28.DCLB, 29.DCLM,    1, 9.50789e+02,   4, 1.05000e+01,   2,   4, LU, 9.50789e+02,   0,   0,   2
29.DCLM, 30.DCLC,    1, 9.52639e+02,   4, 1.05000e+01,   2,   4, LU, 9.52639e+02,   0,   0,   2
30.DCLC, 31.RSTC,    1, 9.52639e+02,   4, 1.05000e+01,   2,   4, LU, 9.52639e+02,   0,   0,   2
31.RSTC, 04.RTSC,    1, 9.52639e+02,   4, 1.05000e+01,   2,   4, LU, 9.52639e+02,   0,   0,   2
04.RTSC, 06.RSUB,    1, 9.52639e+02,   4, 1.05000e+01,   4,   9, LU, 9.52639e+02,   0,   0,   2
06.RSUB, 07.RSUM,    1, 9.54189e+02,   4, 1.09875e+01,   4,   9, LU, 9.54189e+02,   0,   0,   2
07.RSUM, 08.RSUC,    1, 9.55739e+02,   4, 1.24500e+01,   4,   9, LU, 9.55739e+02,   0,   0,   2
08.RSUC, 09.RCOB,    1, 9.55739e+02,   4, 1.24500e+01,   4,   9, LU, 9.55739e+02,   0,   0,   2
09.RCOB, 10.RCOM,    1, 9.60272e+02,   6, 1.92500e+01,   4,   9, UU, 9.60272e+02,   0,   0,   2
10.RCOM, 05.RTSR,    1, 9.64806e+02,   8, 2.60500e+01,   4,   9, UU, 9.64806e+02,   0,   0,   2
05.RTSR, 11.RCOC,    1, 9.64806e+02,   8, 2.60500e+01,   4,   9, UU, 9.64806e+02,   0,   0,   2
11.RCOC, 12.RSDB,    1, 9.64806e+02,   8, 2.60500e+01,   4,   9, UU, 9.64806e+02,   0,   0,   2
12.RSDB, 13.RSDM,    1, 9.64806e+02,   8, 2.75125e+01,   4,   9, UU, 9.64806e+02,   0,   0,   2
13.RSDM, 14.RSDC,    1, 9.67906e+02,   9, 2.80000e+01,   4,   9, UU, 9.67906e+02,   0,   0,   2
14.RSDC, 15.RSTB,    1, 9.67906e+02,   9, 2.80000e+01,   4,   9, UU, 9.67906e+02,   0,   0,   2
15.RSTB, 16.RSTM,    1, 9.67906e+02,   9, 2.80000e+01,   4,   9, UU, 9.67906e+02,   0,   0,   2
16.RSTM, 17.DOPB,    1, 9.67906e+02,   9, 2.80000e+01,   4,   9, UU, 9.67906e+02,   0,   0,   2
17.DOPB, 18.DOPM,    1, 9.68956e+02,   9, 2.80000e+01,   4,   9, UU, 9.68956e+02,   0,   0,   2
18.DOPM, 19.DOPC,    1, 9.70006e+02,   9, 2.80000e+01,   4,   9, UU, 9.70006e+02,   0,   0,   2
19.DOPC, 20.TOFP,    1, 9.70006e+02,   9, 2.80000e+01,   4,   9, UU, 9.70006e+02,   0,   0,   2
20.TOFP, 21.TOFB,    1, 9.70006e+02,   9, 2.80000e+01,   4,   9, UU, 9.70006e+02,   0,   0,   2
21.TOFB, 22.TOFM,    1, 9.70006e+02,   9, 2.80000e+01,   4,   9, UU, 9.70006e+02,   0,   0,   2
22.TOFM, 23.TOFC,    1, 9.70806e+02,   9, 2.80000e+01,   4,   9, UU, 9.70806e+02,   0,   1,   1
23.TOFC, 24.TONP,    1, 9.70806e+02,   9, 2.80000e+01,   4,   9, UU, 9.70806e+02,   0,   0,   1
24.TONP, 28.DCLB,    1, 9.70806e+02,   9, 2.80000e+01,   4,   9, UU, 9.70806e+02,   0,   0,   1
28.DCLB, 29.DCLM,    1, 9.72656e+02,   9, 2.80000e+01,   4,   9, UU, 9.72656e+02,   0,   0,   1
29.DCLM, 30.DCLC,    1, 9.74506e+02,   9, 2.80000e+01,   4,   9, UU, 9.74506e+02,   0,   0,   1
30.DCLC, 31.RSTC,    1, 9.74506e+02,   9, 2.80000e+01,   4,   9, UU, 9.74506e+02,   0,   0,   1
31.RSTC, 04.RTSC,    1, 9.74506e+02,   9, 2.80000e+01,   4,   9, UU, 9.74506e+02,   0,   0,   1
04.RTSC, 06.RSUB,    1, 9.74506e+02,   9, 2.80000e+01,   9,  10, UU, 9.74506e+02,   0,   0,   1
06.RSUB, 07.RSUM,    1, 9.76199e+02,   9, 2.84375e+01,   9,  10, UU, 9.76199e+02,   0,   0,   1
07.RSUM, 08.RSUC,    1, 9.77891e+02,   9, 2.97500e+01,   9,  10, UU, 9.77891e+02,   0,   0,   1
08.RSUC, 12.RSDB,    1, 9.77891e+02,   9, 2.97500e+01,   9,  10, UU, 9.77891e+02,   0,   0,   1
12.RSDB, 13.RSDM,    1, 9.77891e+02,   9, 3.10625e+01,   9,  10, UU, 9.77891e+02,   0,   0,   1
13.RSDM, 14.RSDC,    1, 9.81277e+02,  10, 3.15000e+01,   9,  10, UU, 9.81277e+02,   0,   0,   1
14.RSDC, 15.RSTB,    1, 9.81277e+02,  10, 3.15000e+01,   9,  10, UU, 9.81277e+02,   0,   0,   1
15.RSTB, 16.RSTM,    1, 9.81277e+02,  10, 3.15000e+01,   9,  10, UU, 9.81277e+02,   0,   0,   1
16.RSTM, 17.DOPB,    1, 9.81277e+02,  10, 3.15000e+01,   9,  10, UU, 9.81277e+02,   0,   0,   1
17.DOPB, 18.DOPM,    1, 9.82327e+02,  10, 3.15000e+01,   9,  10, UU, 9.82327e+02,   0,   0,   1
18.DOPM, 19.DOPC,    1, 9.83377e+02,  10, 3.15000e+01,   9,  10, UU, 9.83377e+02,   0,   0,   1
19.DOPC, 20.TOFP,    1, 9.83377e+02,  10, 3.15000e+01,   9,  10, UU, 9.83377e+02,   0,   0,   1
20.TOFP, 21.TOFB,    1, 9.83377e+02,  10, 3.15000e+01,   9,  10, UU, 9.83377e+02,   0,   0,   1
21.TOFB, 22.TOFM,    1, 9.83377e+02,  10, 3.15000e+01,   9,  10, UU, 9.83377e+02,   0,   0,   1
22.TOFM, 23.TOFC,    1, 9.84177e+02,  10, 3.15000e+01,   9,  10, UU, 9.84177e+02,   0,   1,   0
23.TOFC, 24.TONP,    1, 9.84177e+02,  10, 3.15000e+01,   9,  10, UU, 9.84177e+02,   0,   0,   0
24.TONP, 28.DCLB,    1, 9.84177e+02,  10, 3.15000e+01,   9,  10, UU, 9.84177e+02,   0,   0,   0
28.DCLB, 29.DCLM,    1, 9.86027e+02,  10, 3.15000e+01,   9,  10, UU, 9.86027e+02,   0,   0,   0
29.DCLM, 30.DCLC,    1, 9.87877e+02,  10, 3.15000e+01,   9,  10, UU, 9.87877e+02,   0,   0,   0
30.DCLC, 31.RSTC,    1, 9.87877e+02,  10, 3.15000e+01,   9,  10, UU, 9.87877e+02,   0,   0,   0
31.RSTC, 04.RTSC,    1, 9.87877e+02,  10, 3.15000e+01,   9,  10, UU, 9.87877e+02,   0,   0,   0
04.RTSC, 06.RSUB,    1, 9.87877e+02,  10, 3.15000e+01,  10,   8, UD, 9.87877e+02,   0,   0,   0
06.RSUB, 07.RSUM,    1, 9.89427e+02,   9, 3.10125e+01,  10,   8, UD, 9.89427e+02,   0,   0,   0
07.RSUM, 08.RSUC,    1, 9.90977e+02,   9, 2.95500e+01,  10,   8, UD, 9.90977e+02,   0,   0,   0
08.RSUC, 09.RCOB,    1, 9.90977e+02,   9, 2.95500e+01,  10,   8, UD, 9.90977e+02,   0,   0,   0
09.RCOB, 10.RCOM,    1, 9.92010e+02,   9, 2.80000e+01,  10,   8, UD, 9.92010e+02,   0,   0,   0
10.RCOM, 05.RTSR,    1, 9.93044e+02,   8, 2.64500e+01,  10,   8, UD, 9.93044e+02,   0,   0,   0
05.RTSR, 11.RCOC,    1, 9.93044e+02,   8, 2.64500e+01,  10,   8, UD, 9.93044e+02,   0,   0,   0
11.RCOC, 12.RSDB,    1, 9.93044e+02,   8, 2.64500e+01,  10,   8, UD, 9.93044e+02,   0,   0,   0
12.RSDB, 13.RSDM,    1, 9.93044e+02,   8, 2.49875e+01,  10,   8, UD, 9.93044e+02,   0,   0,   0
13.RSDM, 14.RSDC,    1, 9.96144e+02,   8, 2.45000e+01,  10,   8, UD, 9.96144e+02,   0,   0,   0
14.RSDC, 15.RSTB,    1, 9.96144e+02,   8, 2.45000e+01,  10,   8, UD, 9.96144e+02,   0,   0,   0
15.RSTB, 16.RSTM,    1, 9.96144e+02,   8, 2.45000e+01,  10,   8, UD, 9.96144e+02,   0,   0,   0
16.RSTM, 17.DOPB,    1, 9.96144e+02,   8, 2.45000e+01,  10,   8, UD, 9.96144e+02,   0,   0,   0
17.DOPB, 18.DOPM,    1, 9.97194e+02,   8, 2.45000e+01,  10,   8, UD, 9.97194e+02,   0,   0,   0
18.DOPM, 19.DOPC,    1, 9.98244e+02,   8, 2.45000e+01,  10,   8, UD, 9.98244e+02,   0,   0,   0
19.DOPC, 20.TOFP,    1, 9.98244e+02,   8, 2.45000e+01,  10,   8, UD, 9.98244e+02,   0,   0,   0
20.TOFP, 24.TONP,    1, 9.98244e+02,   8, 2.45000e+01,  10,   8, UD, 9.98244e+02,   0,   0,   0
24.TONP, 25.TONB,    1, 9.98244e+02,   8, 2.45000e+01,  10,   8, UD, 9.98244e+02,   0,   0,   0
25.TONB, 26.TONM,    1, 9.98244e+02,   8, 2.45000e+01,  10,   8, UD, 9.98244e+02,   0,   0,   0
26.TONM, 27.TONC,    1, 9.99044e+02,   8, 2.45000e+01,  10,   8, UD, 9.99044e+02,   1,   0,   1
27.TONC, 28.DCLB,    1, 9.99044e+02,   8, 2.45000e+01,  10,   8, UD, 9.99044e+02,   0,   0,   1
28.DCLB, 29.DCLM,    1, 1.00089e+03,   8, 2.45000e+01,  10,   8, UD, 1.00089e+03,   0,   0,   1
29.DCLM, 30.DCLC,    1, 1.00274e+03,   8, 2.45000e+01,  10,   8, UD, 1.00274e+03,   0,   0,   1
30.DCLC, 31.RSTC,    1, 1.00274e+03,   8, 2.45000e+01,  10,   8, UD, 1.00274e+03,   0,   0,   1
31.RSTC, 04.RTSC,    1, 1.00274e+03,   8, 2.45000e+01,  10,   8, UD, 1.00274e+03,   0,   0,   1
04.RTSC, 06.RSUB,    1, 1.00274e+03,   8, 2.45000e+01,   8,   6, UD, 1.00274e+03,   0,   0,   1
06.RSUB, 07.RSUM,    1, 1.00429e+03,   7, 2.40125e+01,   8,   6, UD, 1.00429e+03,   0,   0,   1
07.RSUM, 08.RSUC,    1, 1.00584e+03,   7, 2.25500e+01,   8,   6, UD, 1.00584e+03,   0,   0,   1
08.RSUC, 09.RCOB,    1, 1.00584e+03,   7, 2.25500e+01,   8,   6, UD, 1.00584e+03,   0,   0,   1
09.RCOB, 10.RCOM,    1, 1.00688e+03,   7, 2.10000e+01,   8,   6, UD, 1.00688e+03,   0,   0,   1
10.RCOM, 05.RTSR,    1, 1.00791e+03,   6, 1.94500e+01,   8,   6, UD, 1.00791e+03,   0,   0,   1
05.RTSR, 11.RCOC,    1, 1.00791e+03,   6, 1.94500e+01,   8,   6, UD, 1.00791e+03,   0,   0,   1
11.RCOC, 12.RSDB,    1, 1.00791e+03,   6, 1.94500e+01,   8,   6, UD, 1.00791e+03,   0,   0,   1
12.RSDB, 13.RSDM,    1, 1.00791e+03,   6, 1.79875e+01,   8,   6, UD, 1.00791e+03,   0,   0,   1
13.RSDM, 14.RSDC,    1, 1.01101e+03,   6, 1.75000e+01,   8,   6, UD, 1.01101e+03,   0,   0,   1
14.RSDC, 15.RSTB,    1, 1.01101e+03,   6, 1.75000e+01,   8,   6, UD, 1.01101e+03,   0,   0,   1
15.RSTB, 16.RSTM,    1, 1.01101e+03,   6, 1.75000e+01,   8,   6, UD, 1.01101e+03,   0,   0,   1
16.RSTM, 17.DOPB,    1, 1.01101e+03,   6, 1.75000e+01,   8,   6, UD, 1.01101e+03,   0,   0,   1
17.DOPB, 18.DOPM,    1, 1.01206e+03,   6, 1.75000e+01,   8,   6, UD, 1.01206e+03,   0,   0,   1
18.DOPM, 19.DOPC,    1, 1.01311e+03,   6, 1.75000e+01,   8,   6, UD, 1.01311e+03,   0,   0,   1
19.DOPC, 20.TOFP,    1, 1.01311e+03,   6, 1.75000e+01,   8,   6, UD, 1.01311e+03,   0,   0,   1
20.TOFP, 24.TONP,    1, 1.01311e+03,   6, 1.75000e+01,   8,   6, UD, 1.01311e+03,   0,   0,   1
24.TONP, 25.TONB,    1, 1.01311e+03,   6, 1.75000e+01,   8,   6, UD, 1.01311e+03,   0,   0,   1
25.TONB, 26.TONM,    1, 1.01311e+03,   6, 1.75000e+01,   8,   6, UD, 1.01311e+03,   0,   0,   1
26.TONM, 27.TONC,    1, 1.01391e+03,   6, 1.75000e+01,   8,   6, UD, 1.01391e+03,   1,   0,   2
27.TONC, 28.DCLB,    1, 1.01391e+03,   6, 1.75000e+01,   8,   6, UD, 1.01391e+03,   0,   0,   2
28.DCLB, 29.DCLM,    1, 1.01576e+03,   6, 1.75000e+01,   8,   6, UD, 1.01576e+03,   0,   0,   2
29.DCLM, 30.DCLC,    1, 1.01761e+03,   6, 1.75000e+01,   8,   6, UD, 1.01761e+03,   0,   0,   2
30.DCLC, 31.RSTC,    1, 1.01761e+03,   6, 1.75000e+01,   8,   6, UD, 1.01761e+03,   0,   0,   2
31.RSTC, 04.RTSC,    1, 1.01761e+03,   6, 1.75000e+01,   8,   6, UD, 1.01761e+03,   0,   0,   2
04.RTSC, 06.RSUB,    1, 1.01761e+03,   6, 1.75000e+01,   6,   3, UD, 1.01761e+03,   0,   0,   2
06.RSUB, 07.RSUM,    1, 1.01916e+03,   5, 1.70125e+01,   6,   3, LD, 1.01916e+03,   0,   0,   2
07.RSUM, 08.RSUC,    1, 1.02071e+03,   5, 1.55500e+01,   6,   3, LD, 1.02071e+03,   0,   0,   2
08.RSUC, 09.RCOB,    1, 1.02071e+03,   5, 1.55500e+01,   6,   3, LD, 1.02071e+03,   0,   0,   2
09.RCOB, 10.RCOM,    1, 1.02291e+03,   4, 1.22500e+01,   6,   3, LD, 1.02291e+03,   0,   0,   2
10.RCOM, 05.RTSR,    1, 1.02511e+03,   3, 8.95000e+00,   6,   3, LD, 1.02511e+03,   0,   0,   2
05.RTSR, 11.RCOC,    1, 1.02511e+03,   3, 8.95000e+00,   6,   3, LD, 1.02511e+03,   0,   0,   2
11.RCOC, 12.RSDB,    1, 1.02511e+03,   3, 8.95000e+00,   6,   3, LD, 1.02511e+03,   0,   0,   2
12.RSDB, 13.RSDM,    1, 1.02511e+03,   3, 7.48750e+00,   6,   3, LD, 1.02511e+03,   0,   0,   2
13.RSDM, 14.RSDC,    1, 1.02821e+03,   3, 7.00000e+00,   6,   3, LD, 1.02821e+03,   0,   0,   2
14.RSDC, 15.RSTB,    1, 1.02821e+03,   3, 7.00000e+00,   6,   3, LD, 1.02821e+03,   0,   0,   2
15.RSTB, 16.RSTM,    1, 1.02821e+03,   3, 7.00000e+00,   6,   3, LD, 1.02821e+03,   0,   0,   2
16.RSTM, 17.DOPB,    1, 1.02821e+03,   3, 7.00000e+00,   6,   3, LD, 1.02821e+03,   0,   0,   2
17.DOPB, 18.DOPM,    1, 1.02926e+03,   3, 7.00000e+00,   6,   3, LD, 1.02926e+03,   0,   0,   2
18.DOPM, 19.DOPC,    1, 1.03031e+03,   3, 7.00000e+00,   6,   3, LD, 1.03031e+03,   0,   0,   2
19.DOPC, 20.TOFP,    1, 1.03031e+03,   3, 7.00000e+00,   6,   3, LD, 1.03031e+03,   0,   0,   2
20.TOFP, 24.TONP,    1, 1.03031e+03,   3, 7.00000e+00,   6,   3, LD, 1.03031e+03,   0,   0,   2
24.TONP, 25.TONB,    1, 1.03031e+03,   3, 7.00000e+00,   6,   3, LD, 1.03031e+03,   0,   0,   2
25.TONB, 26.TONM,    1, 1.03031e+03,   3, 7.00000e+00,   6,   3, LD, 1.03031e+03,   0,   0,   2
26.TONM, 27.TONC,    1, 1.03111e+03,   3, 7.00000e+00,   6,   3, LD, 1.03111e+03,   1,   0,   3
27.TONC, 28.DCLB,    1, 1.03111e+03,   3, 7.00000e+00,   6,   3, LD, 1.03111e+03,   0,   0,   3
28.DCLB, 29.DCLM,    1, 1.03296e+03,   3, 7.00000e+00,   6,   3, LD, 1.03296e+03,   0,   0,   3
29.DCLM, 30.DCLC,    1, 1.03481e+03,   3, 7.00000e+00,   6,   3, LD, 1.03481e+03,   0,   0,   3
30.DCLC, 31.RSTC,    1, 1.03481e+03,   3, 7.00000e+00,   6,   3, LD, 1.03481e+03,   0,   0,   3
31.RSTC, 04.RTSC,    1, 1.03481e+03,   3, 7.00000e+00,   6,   3, LD, 1.03481e+03,   0,   0,   3
04.RTSC, 06.RSUB,    1, 1.03481e+03,   3, 7.00000e+00,   3,   2, LD, 1.03481e+03,   0,   0,   3
06.RSUB, 07.RSUM,    1, 1.03650e+03,   2, 6.56250e+00,   3,   2, LD, 1.03650e+03,   0,   0,   3
07.RSUM, 08.RSUC,    1, 1.03820e+03,   2, 5.25000e+00,   3,   2, LD, 1.03820e+03,   0,   0,   3
08.RSUC, 12.RSDB,    1, 1.03820e+03,   2, 5.25000e+00,   3,   2, LD, 1.03820e+03,   0,   0,   3
12.RSDB, 13.RSDM,    1, 1.03820e+03,   2, 3.93750e+00,   3,   2, LD, 1.03820e+03,   0,   0,   3
13.RSDM, 14.RSDC,    1, 1.04158e+03,   2, 3.50000e+00,   3,   2, LD, 1.04158e+03,   0,   0,   3
14.RSDC, 15.RSTB,    1, 1.04158e+03,   2, 3.50000e+00,   3,   2, LD, 1.04158e+03,   0,   0,   3
15.RSTB, 16.RSTM,    1, 1.04158e+03,   2, 3.50000e+00,   3,   2, LD, 1.04158e+03,   0,   0,   3
16.RSTM, 17.DOPB,    1, 1.04158e+03,   2, 3.50000e+00,   3,   2, LD, 1.04158e+03,   0,   0,   3
17.DOPB, 18.DOPM,    1, 1.04263e+03,   2, 3.50000e+00,   3,   2, LD, 1.04263e+03,   0,   0,   3
18.DOPM, 19.DOPC,    1, 1.04368e+03,   2, 3.50000e+00,   3,   2, LD, 1.04368e+03,   0,   0,   3
19.DOPC, 20.TOFP,    1, 1.04368e+03,   2, 3.50000e+00,   3,   2, LD, 1.04368e+03,   0,   0,   3
20.TOFP, 24.TONP,    1, 1.04368e+03,   2, 3.50000e+00,   3,   2, LD, 1.04368e+03,   0,   0,   3
24.TONP, 25.TONB,    1, 1.04368e+03,   2, 3.50000e+00,   3,   2, LD, 1.04368e+03,   0,   0,   3
25.TONB, 26.TONM,    1, 1.04368e+03,   2, 3.50000e+00,   3,   2, LD, 1.04368e+03,   0,   0,   3
26.TONM, 27.TONC,    1, 1.04448e+03,   2, 3.50000e+00,   3,   2, LD, 1.04448e+03,   1,   0,   4
27.TONC, 28.DCLB,    1, 1.04448e+03,   2, 3.50000e+00,   3,   2, LD, 1.04448e+03,   0,   0,   4
28.DCLB, 29.DCLM,    1, 1.04633e+03,   2, 3.50000e+00,   3,   2, LD, 1.04633e+03,   0,   0,   4
29.DCLM, 30.DCLC,    1, 1.04818e+03,   2, 3.50000e+00,   3,   2, LD, 1.04818e+03,   0,   0,   4
30.DCLC, 31.RSTC,    1, 1.04818e+03,   2, 3.50000e+00,   3,   2, LD, 1.04818e+03,   0,   0,   4
31.RSTC, 04.RTSC,    1, 1.04818e+03,   2, 3.50000e+00,   3,   2, LD, 1.04818e+03,   0,   0,   4
04.RTSC, 06.RSUB,    1, 1.04818e+03,   2, 3.50000e+00,   2,   1, LD, 1.04818e+03,   0,   0,   4
06.RSUB, 07.RSUM,    1, 1.04987e+03,   1, 3.06250e+00,   2,   1, LD, 1.04987e+03,   0,   0,   4
07.RSUM, 08.RSUC,    1, 1.05157e+03,   1, 1.75000e+00,   2,   1, LD, 1.05157e+03,   0,   0,   4
08.RSUC, 12.RSDB,    1, 1.05157e+03,   1, 1.75000e+00,   2,   1, LD, 1.05157e+03,   0,   0,   4
12.RSDB, 13.RSDM,    1, 1.05157e+03,   1, 4.37500e-01,   2,   1, LD, 1.05157e+03,   0,   0,   4
13.RSDM, 14.RSDC,    1, 1.05495e+03,   1, 0.00000e+00,   2,   1, LD, 1.05495e+03,   0,   0,   4
14.RSDC, 15.RSTB,    1, 1.05495e+03,   1, 0.00000e+00,   2,   1, LD, 1.05495e+03,   0,   0,   4
15.RSTB, 16.RSTM,    1, 1.05495e+03,   1, 0.00000e+00,   2,   1, LD, 1.05495e+03,   0,   0,   4
16.RSTM, 17.DOPB,    1, 1.05495e+03,   1, 0.00000e+00,   2,   1, LD, 1.05495e+03,   0,   0,   4
17.DOPB, 18.DOPM,    1, 1.05600e+03,   1, 0.00000e+00,   2,   1, LD, 1.05600e+03,   0,   0,   4
18.DOPM, 19.DOPC,    1, 1.05705e+03,   1, 0.00000e+00,   2,   1, LD, 1.05705e+03,   0,   0,   4
19.DOPC, 20.TOFP,    1, 1.05705e+03,   1, 0.00000e+00,   2,   1, LD, 1.05705e+03,   0,   0,   4
20.TOFP, 21.TOFB,    1, 1.05705e+03,   1, 0.00000e+00,   2,   1, LD, 1.05705e+03,   0,   0,   4
21.TOFB, 22.TOFM,    1, 1.05865e+03,   1, 0.00000e+00,   2,   1, LD, 1.05865e+03,   0,   2,   2
22.TOFM, 23.TOFC,    1, 1.06025e+03,   1, 0.00000e+00,   2,   1, LD, 1.06025e+03,   0,   2,   0
23.TOFC, 24.TONP,    1, 1.06025e+03,   1, 0.00000e+00,   2,   1, LD, 1.06025e+03,   0,   0,   0
