Now----, Next---, Cage, LocalTime--, Pos, hw---------, Dep, Arr, SD, Clt--------, Ton, Tof, Hc-
27.TONC, 28.DCLB,    2, 4.61475e+02,   1, 0.00000e+00,   1,   1, L-, 4.61475e+02,   0,   0,   5
28.DCLB, 29.DCLM,    2, 4.63325e+02,   1, 0.00000e+00,   1,   1, L-, 4.63325e+02,   0,   0,   5
29.DCLM, 30.DCLC,    2, 4.65175e+02,   1, 0.00000e+00,   1,   1, L-, 4.65175e+02,   0,   0,   5
30.DCLC, 31.RSTC,    2, 4.65175e+02,   1, 0.00000e+00,   1,   1, L-, 4.65175e+02,   0,   0,   5
31.RSTC, 04.RTSC,    2, 4.65175e+02,   1, 0.00000e+00,   1,   1, L-, 4.65175e+02,   0,   0,   5
04.RTSC, 06.RSUB,    2, 4.65175e+02,   1, 0.00000e+00,   1,   2, LU, 4.65175e+02,   0,   0,   5
06.RSUB, 07.RSUM,    2, 4.66868e+02,   1, 4.37500e-01,   1,   2, LU, 4.66868e+02,   0,   0,   5
07.RSUM, 08.RSUC,    2, 4.68560e+02,   1, 1.75000e+00,   1,   2, LU, 4.68560e+02,   0,   0,   5
08.RSUC, 12.RSDB,    2, 4.68560e+02,   1, 1.75000e+00,   1,   2, LU, 4.68560e+02,   0,   0,   5
12.RSDB, 13.RSDM,    2, 4.68560e+02,   1, 3.06250e+00,   1,   2, LU, 4.68560e+02,   0,   0,   5
13.RSDM, 14.RSDC,    2, 4.71946e+02,   2, 3.50000e+00,   1,   2, LU, 4.71946e+02,   0,   0,   5
14.RSDC, 15.RSTB,    2, 4.71946e+02,   2, 3.50000e+00,   1,   2, LU, 4.71946e+02,   0,   0,   5
15.RSTB, 16.RSTM,    2, 4.71946e+02,   2, 3.50000e+00,   1,   2, LU, 4.71946e+02,   0,   0,   5
16.RSTM, 17.DOPB,    2, 4.71946e+02,   2, 3.50000e+00,   1,   2, LU, 4.71946e+02,   0,   0,   5
17.DOPB, 18.DOPM,    2, 4.72996e+02,   2, 3.50000e+00,   1,   2, LU, 4.72996e+02,   0,   0,   5
18.DOPM, 19.DOPC,    2, 4.74046e+02,   2, 3.50000e+00,   1,   2, LU, 4.74046e+02,   0,   0,   5
19.DOPC, 20.TOFP,    2, 4.74046e+02,   2, 3.50000e+00,   1,   2, LU, 4.74046e+02,   0,   0,   5
20.TOFP, 21.TOFB,    2, 4.74046e+02,   2, 3.50000e+00,   1,   2, LU, 4.74046e+02,   0,   0,   5
21.TOFB, 22.TOFM,    2, 4.74046e+02,   2, 3.50000e+00,   1,   2, LU, 4.74046e+02,   0,   0,   5
22.TOFM, 23.TOFC,    2, 4.74846e+02,   2, 3.50000e+00,   1,   2, LU, 4.74846e+02,   0,   1,   4
23.TOFC, 24.TONP,    2, 4.74846e+02,   2, 3.50000e+00,   1,   2, LU, 4.74846e+02,   0,   0,   4
24.TONP, 28.DCLB,    2, 4.74846e+02,   2, 3.50000e+00,   1,   2, LU, 4.74846e+02,   0,   0,   4
28.DCLB, 29.DCLM,    2, 4.76696e+02,   2, 3.50000e+00,   1,   2, LU, 4.76696e+02,   0,   0,   4
29.DCLM, 30.DCLC,    2, 4.78546e+02,   2, 3.50000e+00,   1,   2, LU, 4.78546e+02,   0,   0,   4
30.DCLC, 31.RSTC,    2, 4.78546e+02,   2, 3.50000e+00,   1,   2, LU, 4.78546e+02,   0,   0,   4
31.RSTC, 04.RTSC,    2, 4.78546e+02,   2, 3.50000e+00,   1,   2, LU, 4.78546e+02,   0,   0,   4
04.RTSC, 06.RSUB,    2, 4.78546e+02,   2, 3.50000e+00,   2,   3, LU, 4.78546e+02,   0,   0,   4
06.RSUB, 07.RSUM,    2, 4.80239e+02,   2, 3.93750e+00,   2,   3, LU, 4.80239e+02,   0,   0,   4
07.RSUM, 08.RSUC,    2, 4.81932e+02,   2, 5.25000e+00,   2,   3, LU, 4.81932e+02,   0,   0,   4
08.RSUC, 12.RSDB,    2, 4.81932e+02,   2, 5.25000e+00,   2,   3, LU, 4.81932e+02,   0,   0,   4
12.RSDB, 13.RSDM,    2, 4.81932e+02,   2, 6.56250e+00,   2,   3, LU, 4.81932e+02,   0,   0,   4
13.RSDM, 14.RSDC,    2, 4.85317e+02,   3, 7.00000e+00,   2,   3, LU, 4.85317e+02,   0,   0,   4
14.RSDC, 15.RSTB,    2, 4.85317e+02,   3, 7.00000e+00,   2,   3, LU, 4.85317e+02,   0,   0,   4
15.RSTB, 16.RSTM,    2, 4.85317e+02,   3, 7.00000e+00,   2,   3, LU, 4.85317e+02,   0,   0,   4
16.RSTM, 17.DOPB,    2, 4.85317e+02,   3, 7.00000e+00,   2,   3, LU, 4.85317e+02,   0,   0,   4
17.DOPB, 18.DOPM,    2, 4.86367e+02,   3, 7.00000e+00,   2,   3, LU, 4.86367e+02,   0,   0,   4
18.DOPM, 19.DOPC,    2, 4.87417e+02,   3, 7.00000e+00,   2,   3, LU, 4.87417e+02,   0,   0,   4
19.DOPC, 20.TOFP,    2, 4.87417e+02,   3, 7.00000e+00,   2,   3, LU, 4.87417e+02,   0,   0,   4
20.TOFP, 21.TOFB,    2, 4.87417e+02,   3, 7.00000e+00,   2,   3, LU, 4.87417e+02,   0,   0,   4
21.TOFB, 22.TOFM,    2, 4.87417e+02,   3, 7.00000e+00,   2,   3, LU, 4.87417e+02,   0,   0,   4
22.TOFM, 23.TOFC,    2, 4.88217e+02,   3, 7.00000e+00,   2,   3, LU, 4.88217e+02,   0,   1,   3
23.TOFC, 24.TONP,    2, 4.88217e+02,   3, 7.00000e+00,   2,   3, LU, 4.88217e+02,   0,   0,   3
24.TONP, 28.DCLB,    2, 4.88217e+02,   3, 7.00000e+00,   2,   3, LU, 4.88217e+02,   0,   0,   3
28.DCLB, 29.DCLM,    2, 4.90067e+02,   3, 7.00000e+00,   2,   3, LU, 4.90067e+02,   0,   0,   3
29.DCLM, 30.DCLC,    2, 4.91917e+02,   3, 7.00000e+00,   2,   3, LU, 4.91917e+02,   0,   0,   3
30.DCLC, 31.RSTC,    2, 4.91917e+02,   3, 7.00000e+00,   2,   3, LU, 4.91917e+02,   0,   0,   3
31.RSTC, 04.RTSC,    2, 4.91917e+02,   3, 7.00000e+00,   2,   3, LU, 4.91917e+02,   0,   0,   3
04.RTSC, 06.RSUB,    2, 4.91917e+02,   3, 7.00000e+00,   3,   4, LU, 4.91917e+02,   0,   0,   3
06.RSUB, 07.RSUM,    2, 4.93610e+02,   3, 7.43750e+00,   3,   4, LU, 4.93610e+02,   0,   0,   3
07.RSUM, 08.RSUC,    2, 4.95303e+02,   3, 8.75000e+00,   3,   4, LU, 4.95303e+02,   0,   0,   3
08.RSUC, 12.RSDB,    2, 4.95303e+02,   3, 8.75000e+00,   3,   4, LU, 4.95303e+02,   0,   0,   3
12.RSDB, 13.RSDM,    2, 4.95303e+02,   3, 1.00625e+01,   3,   4, LU, 4.95303e+02,   0,   0,   3
13.RSDM, 14.RSDC,    2, 4.98689e+02,   4, 1.05000e+01,   3,   4, LU, 4.98689e+02,   0,   0,   3
14.RSDC, 15.RSTB,    2, 4.98689e+02,   4, 1.05000e+01,   3,   4, LU, 4.98689e+02,   0,   0,   3
15.RSTB, 16.RSTM,    2, 4.98689e+02,   4, 1.05000e+01,   3,   4, LU, 4.98689e+02,   0,   0,   3
16.RSTM, 17.DOPB,    2, 4.98689e+02,   4, 1.05000e+01,   3,   4, LU, 4.98689e+02,   0,   0,   3
17.DOPB, 18.DOPM,    2, 4.99739e+02,   4, 1.05000e+01,   3,   4, LU, 4.99739e+02,   0,   0,   3
18.DOPM, 19.DOPC,    2, 5.00789e+02,   4, 1.05000e+01,   3,   4, LU, 5.00789e+02,   0,   0,   3
19.DOPC, 20.TOFP,    2, 5.00789e+02,   4, 1.05000e+01,   3,   4, LU, 5.00789e+02,   0,   0,   3
20.TOFP, 21.TOFB,    2, 5.00789e+02,   4, 1.05000e+01,   3,   4, LU, 5.00789e+02,   0,   0,   3
21.TOFB, 22.TOFM,    2, 5.00789e+02,   4, 1.05000e+01,   3,   4, LU, 5.00789e+02,   0,   0,   3
22.TOFM, 23.TOFC,    2, 5.01589e+02,   4, 1.05000e+01,   3,   4, LU, 5.01589e+02,   0,   1,   2
23.TOFC, 24.TONP,    2, 5.01589e+02,   4, 1.05000e+01,   3,   4, LU, 5.01589e+02,   0,   0,   2
24.TONP, 25.TONB,    2, 5.01589e+02,   4, 1.05000e+01,   3,   4, LU, 5.01589e+02,   0,   0,   2
25.TONB, 26.TONM,    2, 5.01589e+02,   4, 1.05000e+01,   3,   4, LU, 5.01589e+02,   0,   0,   2
26.TONM, 27.TONC,    2, 5.02389e+02,   4, 1.05000e+01,   3,   4, LU, 5.02389e+02,   1,   0,   3
27.TONC, 28.DCLB,    2, 5.02389e+02,   4, 1.05000e+01,   3,   4, LU, 5.02389e+02,   0,   0,   3
28.DCLB, 29.DCLM,    2, 5.04239e+02,   4, 1.05000e+01,   3,   4, LU, 5.04239e+02,   0,   0,   3
29.DCLM, 30.DCLC,    2, 5.06089e+02,   4, 1.05000e+01,   3,   4, LU, 5.06089e+02,   0,   0,   3
30.DCLC, 31.RSTC,    2, 5.06089e+02,   4, 1.05000e+01,   3,   4, LU, 5.06089e+02,   0,   0,   3
31.RSTC, 04.RTSC,    2, 5.06089e+02,   4, 1.05000e+01,   3,   4, LU, 5.06089e+02,   0,   0,   3
04.RTSC, 06.RSUB,    2, 5.06089e+02,   4, 1.05000e+01,   4,   5, LU, 5.06089e+02,   0,   0,   3
06.RSUB, 07.RSUM,    2, 5.07781e+02,   4, 1.09375e+01,   4,   5, LU, 5.07781e+02,   0,   0,   3
07.RSUM, 08.RSUC,    2, 5.09474e+02,   4, 1.22500e+01,   4,   5, LU, 5.09474e+02,   0,   0,   3
08.RSUC, 12.RSDB,    2, 5.09474e+02,   4, 1.22500e+01,   4,   5, LU, 5.09474e+02,   0,   0,   3
12.RSDB, 13.RSDM,    2, 5.09474e+02,   4, 1.35625e+01,   4,   5, LU, 5.09474e+02,   0,   0,   3
13.RSDM, 14.RSDC,    2, 5.12860e+02,   5, 1.40000e+01,   4,   5, LU, 5.12860e+02,   0,   0,   3
14.RSDC, 15.RSTB,    2, 5.12860e+02,   5, 1.40000e+01,   4,   5, LU, 5.12860e+02,   0,   0,   3
15.RSTB, 16.RSTM,    2, 5.12860e+02,   5, 1.40000e+01,   4,   5, LU, 5.12860e+02,   0,   0,   3
16.RSTM, 17.DOPB,    2, 5.12860e+02,   5, 1.40000e+01,   4,   5, LU, 5.12860e+02,   0,   0,   3
17.DOPB, 18.DOPM,    2, 5.13910e+02,   5, 1.40000e+01,   4,   5, LU, 5.13910e+02,   0,   0,   3
18.DOPM, 19.DOPC,    2, 5.14960e+02,   5, 1.40000e+01,   4,   5, LU, 5.14960e+02,   0,   0,   3
19.DOPC, 20.TOFP,    2, 5.14960e+02,   5, 1.40000e+01,   4,   5, LU, 5.14960e+02,   0,   0,   3
20.TOFP, 21.TOFB,    2, 5.14960e+02,   5, 1.40000e+01,   4,   5, LU, 5.14960e+02,   0,   0,   3
21.TOFB, 22.TOFM,    2, 5.14960e+02,   5, 1.40000e+01,   4,   5, LU, 5.14960e+02,   0,   0,   3
22.TOFM, 23.TOFC,    2, 5.15760e+02,   5, 1.40000e+01,   4,   5, LU, 5.15760e+02,   0,   1,   2
23.TOFC, 24.TONP,    2, 5.15760e+02,   5, 1.40000e+01,   4,   5, LU, 5.15760e+02,   0,   0,   2
24.TONP, 28.DCLB,    2, 5.15760e+02,   5, 1.40000e+01,   4,   5, LU, 5.15760e+02,   0,   0,   2
28.DCLB, 29.DCLM,    2, 5.17610e+02,   5, 1.40000e+01,   4,   5, LU, 5.17610e+02,   0,   0,   2
29.DCLM, 30.DCLC,    2, 5.19460e+02,   5, 1.40000e+01,   4,   5, LU, 5.19460e+02,   0,   0,   2
30.DCLC, 31.RSTC,    2, 5.19460e+02,   5, 1.40000e+01,   4,   5, LU, 5.19460e+02,   0,   0,   2
31.RSTC, 04.RTSC,    2, 5.19460e+02,   5, 1.40000e+01,   4,   5, LU, 5.19460e+02,   0,   0,   2
04.RTSC, 06.RSUB,    2, 5.19460e+02,   5, 1.40000e+01,   5,   7, LU, 5.19460e+02,   0,   0,   2
06.RSUB, 07.RSUM,    2, 5.21010e+02,   5, 1.44875e+01,   5,   7, LU, 5.21010e+02,   0,   0,   2
07.RSUM, 08.RSUC,    2, 5.22560e+02,   5, 1.59500e+01,   5,   7, LU, 5.22560e+02,   0,   0,   2
08.RSUC, 09.RCOB,    2, 5.22560e+02,   5, 1.59500e+01,   5,   7, LU, 5.22560e+02,   0,   0,   2
09.RCOB, 10.RCOM,    2, 5.23593e+02,   6, 1.75000e+01,   5,   7, UU, 5.23593e+02,   0,   0,   2
10.RCOM, 05.RTSR,    2, 5.24626e+02,   6, 1.90500e+01,   5,   7, UU, 5.24626e+02,   0,   0,   2
05.RTSR, 11.RCOC,    2, 5.24626e+02,   6, 1.90500e+01,   5,   7, UU, 5.24626e+02,   0,   0,   2
11.RCOC, 12.RSDB,    2, 5.24626e+02,   6, 1.90500e+01,   5,   7, UU, 5.24626e+02,   0,   0,   2
12.RSDB, 13.RSDM,    2, 5.24626e+02,   6, 2.05125e+01,   5,   7, UU, 5.24626e+02,   0,   0,   2
13.RSDM, 14.RSDC,    2, 5.27726e+02,   7, 2.10000e+01,   5,   7, UU, 5.27726e+02,   0,   0,   2
14.RSDC, 15.RSTB,    2, 5.27726e+02,   7, 2.10000e+01,   5,   7, UU, 5.27726e+02,   0,   0,   2
15.RSTB, 16.RSTM,    2, 5.27726e+02,   7, 2.10000e+01,   5,   7, UU, 5.27726e+02,   0,   0,   2
16.RSTM, 17.DOPB,    2, 5.27726e+02,   7, 2.10000e+01,   5,   7, UU, 5.27726e+02,   0,   0,   2
17.DOPB, 18.DOPM,    2, 5.28776e+02,   7, 2.10000e+01,   5,   7, UU, 5.28776e+02,   0,   0,   2
18.DOPM, 19.DOPC,    2, 5.29826e+02,   7, 2.10000e+01,   5,   7, UU, 5.29826e+02,   0,   0,   2
19.DOPC, 20.TOFP,    2, 5.29826e+02,   7, 2.10000e+01,   5,   7, UU, 5.29826e+02,   0,   0,   2
20.TOFP, 21.TOFB,    2, 5.29826e+02,   7, 2.10000e+01,   5,   7, UU, 5.29826e+02,   0,   0,   2
21.TOFB, 22.TOFM,    2, 5.29826e+02,   7, 2.10000e+01,   5,   7, UU, 5.29826e+02,   0,   0,   2
22.TOFM, 23.TOFC,    2, 5.30626e+02,   7, 2.10000e+01,   5,   7, UU, 5.30626e+02,   0,   1,   1
23.TOFC, 24.TONP,    2, 5.30626e+02,   7, 2.10000e+01,   5,   7, UU, 5.30626e+02,   0,   0,   1
24.TONP, 25.TONB,    2, 5.30626e+02,   7, 2.10000e+01,   5,   7, UU, 5.30626e+02,   0,   0,   1
25.TONB, 26.TONM,    2, 5.30626e+02,   7, 2.10000e+01,   5,   7, UU, 5.30626e+02,   0,   0,   1
26.TONM, 27.TONC,    2, 5.31426e+02,   7, 2.10000e+01,   5,   7, UU, 5.31426e+02,   1,   0,   2
27.TONC, 28.DCLB,    2, 5.31426e+02,   7, 2.10000e+01,   5,   7, UU, 5.31426e+02,   0,   0,   2
28.DCLB, 29.DCLM,    2, 5.33276e+02,   7, 2.10000e+01,   5,   7, UU, 5.33276e+02,   0,   0,   2
29.DCLM, 30.DCLC,    2, 5.35126e+02,   7, 2.10000e+01,   5,   7, UU, 5.35126e+02,   0,   0,   2
30.DCLC, 31.RSTC,    2, 5.35126e+02,   7, 2.10000e+01,   5,   7, UU, 5.35126e+02,   0,   0,   2
31.RSTC, 04.RTSC,    2, 5.35126e+02,   7, 2.10000e+01,   5,   7, UU, 5.35126e+02,   0,   0,   2
04.RTSC, 06.RSUB,    2, 5.35126e+02,   7, 2.10000e+01,   7,   8, UU, 5.35126e+02,   0,   0,   2
06.RSUB, 07.RSUM,    2, 5.36819e+02,   7, 2.14375e+01,   7,   8, UU, 5.36819e+02,   0,   0,   2
07.RSUM, 08.RSUC,    2, 5.38512e+02,   7, 2.27500e+01,   7,   8, UU, 5.38512e+02,   0,   0,   2
08.RSUC, 12.RSDB,    2, 5.38512e+02,   7, 2.27500e+01,   7,   8, UU, 5.38512e+02,   0,   0,   2
12.RSDB, 13.RSDM,    2, 5.38512e+02,   7, 2.40625e+01,   7,   8, UU, 5.38512e+02,   0,   0,   2
13.RSDM, 14.RSDC,    2, 5.41898e+02,   8, 2.45000e+01,   7,   8, UU, 5.41898e+02,   0,   0,   2
14.RSDC, 15.RSTB,    2, 5.41898e+02,   8, 2.45000e+01,   7,   8, UU, 5.41898e+02,   0,   0,   2
15.RSTB, 16.RSTM,    2, 5.41898e+02,   8, 2.45000e+01,   7,   8, UU, 5.41898e+02,   0,   0,   2
16.RSTM, 17.DOPB,    2, 5.41898e+02,   8, 2.45000e+01,   7,   8, UU, 5.41898e+02,   0,   0,   2
17.DOPB, 18.DOPM,    2, 5.42948e+02,   8, 2.45000e+01,   7,   8, UU, 5.42948e+02,   0,   0,   2
18.DOPM, 19.DOPC,    2, 5.43998e+02,   8, 2.45000e+01,   7,   8, UU, 5.43998e+02,   0,   0,   2
19.DOPC, 20.TOFP,    2, 5.43998e+02,   8, 2.45000e+01,   7,   8, UU, 5.43998e+02,   0,   0,   2
20.TOFP, 24.TONP,    2, 5.43998e+02,   8, 2.45000e+01,   7,   8, UU, 5.43998e+02,   0,   0,   2
24.TONP, 25.TONB,    2, 5.43998e+02,   8, 2.45000e+01,   7,   8, UU, 5.43998e+02,   0,   0,   2
25.TONB, 26.TONM,    2, 5.43998e+02,   8, 2.45000e+01,   7,   8, UU, 5.43998e+02,   0,   0,   2
26.TONM, 27.TONC,    2, 5.44798e+02,   8, 2.45000e+01,   7,   8, UU, 5.44798e+02,   1,   0,   3
27.TONC, 28.DCLB,    2, 5.44798e+02,   8, 2.45000e+01,   7,   8, UU, 5.44798e+02,   0,   0,   3
28.DCLB, 29.DCLM,    2, 5.46648e+02,   8, 2.45000e+01,   7,   8, UU, 5.46648e+02,   0,   0,   3
29.DCLM, 30.DCLC,    2, 5.48498e+02,   8, 2.45000e+01,   7,   8, UU, 5.48498e+02,   0,   0,   3
30.DCLC, 31.RSTC,    2, 5.48498e+02,   8, 2.45000e+01,   7,   8, UU, 5.48498e+02,   0,   0,   3
31.RSTC, 04.RTSC,    2, 5.48498e+02,   8, 2.45000e+01,   7,   8, UU, 5.48498e+02,   0,   0,   3
04.RTSC, 06.RSUB,    2, 5.48498e+02,   8, 2.45000e+01,   8,   9, UU, 5.48498e+02,   0,   0,   3
06.RSUB, 07.RSUM,    2, 5.50191e+02,   8, 2.49375e+01,   8,   9, UU, 5.50191e+02,   0,   0,   3
07.RSUM, 08.RSUC,    2, 5.51883e+02,   8, 2.62500e+01,   8,   9, UU, 5.51883e+02,   0,   0,   3
08.RSUC, 12.RSDB,    2, 5.51883e+02,   8, 2.62500e+01,   8,   9, UU, 5.51883e+02,   0,   0,   3
12.RSDB, 13.RSDM,    2, 5.51883e+02,   8, 2.75625e+01,   8,   9, UU, 5.51883e+02,   0,   0,   3
13.RSDM, 14.RSDC,    2, 5.55269e+02,   9, 2.80000e+01,   8,   9, UU, 5.55269e+02,   0,   0,   3
14.RSDC, 15.RSTB,    2, 5.55269e+02,   9, 2.80000e+01,   8,   9, UU, 5.55269e+02,   0,   0,   3
15.RSTB, 16.RSTM,    2, 5.55269e+02,   9, 2.80000e+01,   8,   9, UU, 5.55269e+02,   0,   0,   3
16.RSTM, 17.DOPB,    2, 5.55269e+02,   9, 2.80000e+01,   8,   9, UU, 5.55269e+02,   0,   0,   3
17.DOPB, 18.DOPM,    2, 5.56319e+02,   9, 2.80000e+01,   8,   9, UU, 5.56319e+02,   0,   0,   3
18.DOPM, 19.DOPC,    2, 5.57369e+02,   9, 2.80000e+01,   8,   9, UU, 5.57369e+02,   0,   0,   3
19.DOPC, 20.TOFP,    2, 5.57369e+02,   9, 2.80000e+01,   8,   9, UU, 5.57369e+02,   0,   0,   3
20.TOFP, 24.TONP,    2, 5.57369e+02,   9, 2.80000e+01,   8,   9, UU, 5.57369e+02,   0,   0,   3
24.TONP, 25.TONB,    2, 5.57369e+02,   9, 2.80000e+01,   8,   9, UU, 5.57369e+02,   0,   0,   3
25.TONB, 26.TONM,    2, 5.57369e+02,   9, 2.80000e+01,   8,   9, UU, 5.57369e+02,   0,   0,   3
26.TONM, 27.TONC,    2, 5.58169e+02,   9, 2.80000e+01,   8,   9, UU, 5.58169e+02,   1,   0,   4
27.TONC, 28.DCLB,    2, 5.58169e+02,   9, 2.80000e+01,   8,   9, UU, 5.58169e+02,   0,   0,   4
28.DCLB, 29.DCLM,    2, 5.60019e+02,   9, 2.80000e+01,   8,   9, UU, 5.60019e+02,   0,   0,   4
29.DCLM, 30.DCLC,    2, 5.61869e+02,   9, 2.80000e+01,   8,   9, UU, 5.61869e+02,   0,   0,   4
30.DCLC, 31.RSTC,    2, 5.61869e+02,   9, 2.80000e+01,   8,   9, UU, 5.61869e+02,   0,   0,   4
31.RSTC, 04.RTSC,    2, 5.61869e+02,   9, 2.80000e+01,   8,   9, UU, 5.61869e+02,   0,   0,   4
04.RTSC, 06.RSUB,    2, 5.61869e+02,   9, 2.80000e+01,   9,   4, UD, 5.61869e+02,   0,   0,   4
06.RSUB, 07.RSUM,    2, 5.63419e+02,   8, 2.75125e+01,   9,   4, UD, 5.63419e+02,   0,   0,   4
07.RSUM, 08.RSUC,    2, 5.64969e+02,   8, 2.60500e+01,   9,   4, UD, 5.64969e+02,   0,   0,   4
08.RSUC, 09.RCOB,    2, 5.64969e+02,   8, 2.60500e+01,   9,   4, UD, 5.64969e+02,   0,   0,   4
09.RCOB, 10.RCOM,    2, 5.69502e+02,   6, 1.92500e+01,   9,   4, UD, 5.69502e+02,   0,   0,   4
10.RCOM, 05.RTSR,    2, 5.74036e+02,   4, 1.24500e+01,   9,   4, LD, 5.74036e+02,   0,   0,   4
05.RTSR, 11.RCOC,    2, 5.74036e+02,   4, 1.24500e+01,   9,   4, LD, 5.74036e+02,   0,   0,   4
11.RCOC, 12.RSDB,    2, 5.74036e+02,   4, 1.24500e+01,   9,   4, LD, 5.74036e+02,   0,   0,   4
12.RSDB, 13.RSDM,    2, 5.74036e+02,   4, 1.09875e+01,   9,   4, LD, 5.74036e+02,   0,   0,   4
13.RSDM, 14.RSDC,    2, 5.77136e+02,   4, 1.05000e+01,   9,   4, LD, 5.77136e+02,   0,   0,   4
14.RSDC, 15.RSTB,    2, 5.77136e+02,   4, 1.05000e+01,   9,   4, LD, 5.77136e+02,   0,   0,   4
15.RSTB, 16.RSTM,    2, 5.77136e+02,   4, 1.05000e+01,   9,   4, LD, 5.77136e+02,   0,   0,   4
16.RSTM, 17.DOPB,    2, 5.77136e+02,   4, 1.05000e+01,   9,   4, LD, 5.77136e+02,   0,   0,   4
17.DOPB, 18.DOPM,    2, 5.78186e+02,   4, 1.05000e+01,   9,   4, LD, 5.78186e+02,   0,   0,   4
18.DOPM, 19.DOPC,    2, 5.79236e+02,   4, 1.05000e+01,   9,   4, LD, 5.79236e+02,   0,   0,   4
19.DOPC, 20.TOFP,    2, 5.79236e+02,   4, 1.05000e+01,   9,   4, LD, 5.79236e+02,   0,   0,   4
20.TOFP, 24.TONP,    2, 5.79236e+02,   4, 1.05000e+01,   9,   4, LD, 5.79236e+02,   0,   0,   4
24.TONP, 25.TONB,    2, 5.79236e+02,   4, 1.05000e+01,   9,   4, LD, 5.79236e+02,   0,   0,   4
25.TONB, 26.TONM,    2, 5.79236e+02,   4, 1.05000e+01,   9,   4, LD, 5.79236e+02,   0,   0,   4
26.TONM, 27.TONC,    2, 5.80036e+02,   4, 1.05000e+01,   9,   4, LD, 5.80036e+02,   1,   0,   5
27.TONC, 28.DCLB,    2, 5.80036e+02,   4, 1.05000e+01,   9,   4, LD, 5.80036e+02,   0,   0,   5
28.DCLB, 29.DCLM,    2, 5.81886e+02,   4, 1.05000e+01,   9,   4, LD, 5.81886e+02,   0,   0,   5
29.DCLM, 30.DCLC,    2, 5.83736e+02,   4, 1.05000e+01,   9,   4, LD, 5.83736e+02,   0,   0,   5
30.DCLC, 31.RSTC,    2, 5.83736e+02,   4, 1.05000e+01,   9,   4, LD, 5.83736e+02,   0,   0,   5
31.RSTC, 04.RTSC,    2, 5.83736e+02,   4, 1.05000e+01,   9,   4, LD, 5.83736e+02,   0,   0,   5
04.RTSC, 06.RSUB,    2, 5.83736e+02,   4, 1.05000e+01,   4,   3, LD, 5.83736e+02,   0,   0,   5
06.RSUB, 07.RSUM,    2, 5.85428e+02,   3, 1.00625e+01,   4,   3, LD, 5.85428e+02,   0,   0,   5
07.RSUM, 08.RSUC,    2, 5.87121e+02,   3, 8.75000e+00,   4,   3, LD, 5.87121e+02,   0,   0,   5
08.RSUC, 12.RSDB,    2, 5.87121e+02,   3, 8.75000e+00,   4,   3, LD, 5.87121e+02,   0,   0,   5
12.RSDB, 13.RSDM,    2, 5.87121e+02,   3, 7.43750e+00,   4,   3, LD, 5.87121e+02,   0,   0,   5
13.RSDM, 14.RSDC,    2, 5.90507e+02,   3, 7.00000e+00,   4,   3, LD, 5.90507e+02,   0,   0,   5
14.RSDC, 15.RSTB,    2, 5.90507e+02,   3, 7.00000e+00,   4,   3, LD, 5.90507e+02,   0,   0,   5
15.RSTB, 16.RSTM,    2, 5.90507e+02,   3, 7.00000e+00,   4,   3, LD, 5.90507e+02,   0,   0,   5
16.RSTM, 17.DOPB,    2, 5.90507e+02,   3, 7.00000e+00,   4,   3, LD, 5.90507e+02,   0,   0,   5
17.DOPB, 18.DOPM,    2, 5.91557e+02,   3, 7.00000e+00,   4,   3, LD, 5.91557e+02,   0,   0,   5
18.DOPM, 19.DOPC,    2, 5.92607e+02,   3, 7.00000e+00,   4,   3, LD, 5.92607e+02,   0,   0,   5
19.DOPC, 20.TOFP,    2, 5.92607e+02,   3, 7.00000e+00,   4,   3, LD, 5.92607e+02,   0,   0,   5
20.TOFP, 24.TONP,    2, 5.92607e+02,   3, 7.00000e+00,   4,   3, LD, 5.92607e+02,   0,   0,   5
24.TONP, 25.TONB,    2, 5.92607e+02,   3, 7.00000e+00,   4,   3, LD, 5.92607e+02,   0,   0,   5
25.TONB, 26.TONM,    2, 5.92607e+02,   3, 7.00000e+00,   4,   3, LD, 5.92607e+02,   0,   0,   5
26.TONM, 27.TONC,    2, 5.93407e+02,   3, 7.00000e+00,   4,   3, LD, 5.93407e+02,   1,   0,   6
27.TONC, 28.DCLB,    2, 5.93407e+02,   3, 7.00000e+00,   4,   3, LD, 5.93407e+02,   0,   0,   6
28.DCLB, 29.DCLM,    2, 5.95257e+02,   3, 7.00000e+00,   4,   3, LD, 5.95257e+02,   0,   0,   6
29.DCLM, 30.DCLC,    2, 5.97107e+02,   3, 7.00000e+00,   4,   3, LD, 5.97107e+02,   0,   0,   6
30.DCLC, 31.RSTC,    2, 5.97107e+02,   3, 7.00000e+00,   4,   3, LD, 5.97107e+02,   0,   0,   6
31.RSTC, 04.RTSC,    2, 5.97107e+02,   3, 7.00000e+00,   4,   3, LD, 5.97107e+02,   0,   0,   6
04.RTSC, 06.RSUB,    2, 5.97107e+02,   3, 7.00000e+00,   3,   1, LD, 5.97107e+02,   0,   0,   6
06.RSUB, 07.RSUM,    2, 5.98657e+02,   2, 6.51250e+00,   3,   1, LD, 5.98657e+02,   0,   0,   6
07.RSUM, 08.RSUC,    2, 6.00207e+02,   2, 5.05000e+00,   3,   1, LD, 6.00207e+02,   0,   0,   6
08.RSUC, 09.RCOB,    2, 6.00207e+02,   2, 5.05000e+00,   3,   1, LD, 6.00207e+02,   0,   0,   6
