Now----, Next---, Cage, LocalTime--, Pos, hw---------, Dep, Arr, SD, Clt--------, Ton, Tof, Hc-
17.DOPB, 18.DOPM,    2, 1.65064e+02,   9, 2.80000e+01,   8,   9, UU, 1.65064e+02,   0,   0,   3
18.DOPM, 19.DOPC,    2, 1.66114e+02,   9, 2.80000e+01,   8,   9, UU, 1.66114e+02,   0,   0,   3
19.DOPC, 20.TOFP,    2, 1.66114e+02,   9, 2.80000e+01,   8,   9, UU, 1.66114e+02,   0,   0,   3
20.TOFP, 21.TOFB,    2, 1.66114e+02,   9, 2.80000e+01,   8,   9, UU, 1.66114e+02,   0,   0,   3
21.TOFB, 22.TOFM,    2, 1.66114e+02,   9, 2.80000e+01,   8,   9, UU, 1.66114e+02,   0,   0,   3
22.TOFM, 23.TOFC,    2, 1.66914e+02,   9, 2.80000e+01,   8,   9, UU, 1.66914e+02,   0,   1,   2
23.TOFC, 24.TONP,    2, 1.66914e+02,   9, 2.80000e+01,   8,   9, UU, 1.66914e+02,   0,   0,   2
24.TONP, 28.DCLB,    2, 1.66914e+02,   9, 2.80000e+01,   8,   9, UU, 1.66914e+02,   0,   0,   2
28.DCLB, 29.DCLM,    2, 1.68764e+02,   9, 2.80000e+01,   8,   9, UU, 1.68764e+02,   0,   0,   2
29.DCLM, 30.DCLC,    2, 1.70614e+02,   9, 2.80000e+01,   8,   9, UU, 1.70614e+02,   0,   0,   2
30.DCLC, 31.RSTC,    2, 1.70614e+02,   9, 2.80000e+01,   8,   9, UU, 1.70614e+02,   0,   0,   2
31.RSTC, 04.RTSC,    2, 1.70614e+02,   9, 2.80000e+01,   8,   9, UU, 1.70614e+02,   0,   0,   2
04.RTSC, 06.RSUB,    2, 1.70614e+02,   9, 2.80000e+01,   9,  10, UU, 1.70614e+02,   0,   0,   2
06.RSUB, 07.RSUM,    2, 1.72307e+02,   9, 2.84375e+01,   9,  10, UU, 1.72307e+02,   0,   0,   2
